campus,year,cip2,cip2_title,total,urm,urm_share_pct
Davis,2020,19,19 - Family and consumer sciences,341,145,42.5
Davis,2020,23,23 - English language and literature,177,73,41.2
Davis,2020,26,26 - Biological sciences,1619,325,20.1
Davis,2020,27,27 - Mathematics and statistics,327,36,11.0
Davis,2020,30,30 - Multi/interdisciplinary studies,336,76,22.6
Davis,2020,38,38 - Philosophy and religious studies,52,11,21.2
Davis,2020,40,40 - Physical sciences,159,28,17.6
Davis,2020,42,42 - Psychology,780,250,32.1
Davis,2020,45,45 - Social sciences,1301,355,27.3
Davis,2020,50,50 - Visual and performing arts,359,91,25.3
Davis,2020,51,51 - Health professions,129,20,15.5
Davis,2020,52,52 - Business/management/marketing,644,76,11.8
Davis,2020,54,54 - History,88,25,28.4
Davis,2021,01,01 - Agriculture,508,169,33.3
Davis,2021,03,03 - Natural resources,340,89,26.2
Davis,2021,05,"05 - Area, ethnic, cultural, gender, and group studies",105,82,78.1
Davis,2021,09,09 - Communication/journalism,225,58,25.8
Davis,2021,11,11 - Computer and information sciences,369,20,5.4
Davis,2021,13,13 - Education,8,3,37.5
Davis,2021,14,14 - Engineering,767,148,19.3
Davis,2021,16,16 - Foreign languages,147,69,46.9
Davis,2021,19,19 - Family and consumer sciences,350,159,45.4
Davis,2021,23,23 - English language and literature,169,51,30.2
Davis,2021,26,26 - Biological sciences,1700,370,21.8
Davis,2021,27,27 - Mathematics and statistics,333,31,9.3
Davis,2021,30,30 - Multi/interdisciplinary studies,335,78,23.3
Davis,2021,38,38 - Philosophy and religious studies,42,14,33.3
Davis,2021,40,40 - Physical sciences,142,28,19.7
Davis,2021,42,42 - Psychology,825,264,32.0
Davis,2021,44,44 - Public administration and social service,33,11,33.3
Davis,2021,45,45 - Social sciences,1250,370,29.6
Davis,2021,50,50 - Visual and performing arts,347,90,25.9
Davis,2021,51,51 - Health professions,58,9,15.5
Davis,2021,52,52 - Business/management/marketing,595,91,15.3
Davis,2021,54,54 - History,95,34,35.8
Davis,2022,01,01 - Agriculture,462,148,32.0
Davis,2022,03,03 - Natural resources,327,83,25.4
Davis,2022,05,"05 - Area, ethnic, cultural, gender, and group studies",106,78,73.6
Davis,2022,09,09 - Communication/journalism,239,60,25.1
Davis,2022,11,11 - Computer and information sciences,390,21,5.4
Davis,2022,13,13 - Education,13,7,53.8
Davis,2022,14,14 - Engineering,741,185,25.0
Davis,2022,16,16 - Foreign languages,115,53,46.1
Davis,2022,19,19 - Family and consumer sciences,335,138,41.2
Davis,2022,23,23 - English language and literature,141,37,26.2
Davis,2022,26,26 - Biological sciences,1517,319,21.0
Davis,2022,27,27 - Mathematics and statistics,304,36,11.8
Davis,2022,30,30 - Multi/interdisciplinary studies,283,58,20.5
Davis,2022,38,38 - Philosophy and religious studies,64,16,25.0
Davis,2022,40,40 - Physical sciences,173,51,29.5
Davis,2022,42,42 - Psychology,866,304,35.1
Davis,2022,44,44 - Public administration and social service,43,23,53.5
Davis,2022,45,45 - Social sciences,1145,394,34.4
Davis,2022,50,50 - Visual and performing arts,364,80,22.0
Davis,2022,51,51 - Health professions,56,10,17.9
Davis,2022,52,52 - Business/management/marketing,498,78,15.7
Davis,2022,54,54 - History,101,29,28.7
Davis,2023,01,01 - Agriculture,468,182,38.9
Davis,2023,03,03 - Natural resources,365,122,33.4
Davis,2023,05,"05 - Area, ethnic, cultural, gender, and group studies",83,65,78.3
Davis,2023,09,09 - Communication/journalism,258,75,29.1
Davis,2023,11,11 - Computer and information sciences,401,29,7.2
Davis,2023,13,13 - Education,3,0,0.0
Davis,2023,14,14 - Engineering,700,157,22.4
Davis,2023,16,16 - Foreign languages,96,48,50.0
Davis,2023,19,19 - Family and consumer sciences,269,135,50.2
Davis,2023,23,23 - English language and literature,135,46,34.1
Davis,2023,26,26 - Biological sciences,1533,315,20.5
Davis,2023,27,27 - Mathematics and statistics,323,38,11.8
Davis,2023,30,30 - Multi/interdisciplinary studies,329,76,23.1
Davis,2023,38,38 - Philosophy and religious studies,52,17,32.7
Davis,2023,40,40 - Physical sciences,125,35,28.0
Davis,2023,42,42 - Psychology,875,282,32.2
Davis,2023,44,44 - Public administration and social service,29,16,55.2
Davis,2023,45,45 - Social sciences,1055,323,30.6
Davis,2023,50,50 - Visual and performing arts,407,103,25.3
Davis,2023,51,51 - Health professions,61,10,16.4
Davis,2023,52,52 - Business/management/marketing,483,81,16.8
Davis,2023,54,54 - History,107,30,28.0
Irvine,2011,03,03 - Natural resources,5,1,20.0
Irvine,2011,05,"05 - Area, ethnic, cultural, gender, and group studies",88,40,45.5
Irvine,2011,09,09 - Communication/journalism,62,12,19.4
Irvine,2011,11,11 - Computer and information sciences,184,13,7.1
Irvine,2011,13,13 - Education,2,0,0.0
Irvine,2011,14,14 - Engineering,523,76,14.5
Irvine,2011,16,16 - Foreign languages,85,36,42.4
Irvine,2011,23,23 - English language and literature,189,44,23.3
Irvine,2011,24,24 - Liberal arts/general studies,2,2,100.0
Irvine,2011,26,26 - Biological sciences,991,119,12.0
Irvine,2011,27,27 - Mathematics and statistics,79,12,15.2
Irvine,2011,30,30 - Multi/interdisciplinary studies,334,61,18.3
Irvine,2011,38,38 - Philosophy and religious studies,33,2,6.1
Irvine,2011,40,40 - Physical sciences,217,24,11.1
Irvine,2011,42,42 - Psychology,679,146,21.5
Irvine,2011,45,45 - Social sciences,1343,300,22.3
Irvine,2011,50,50 - Visual and performing arts,400,78,19.5
Irvine,2011,51,51 - Health professions,406,44,10.8
Irvine,2011,52,52 - Business/management/marketing,638,48,7.5
Irvine,2011,54,54 - History,118,39,33.1
Irvine,2012,03,03 - Natural resources,12,3,25.0
Irvine,2012,05,"05 - Area, ethnic, cultural, gender, and group studies",77,29,37.7
Irvine,2012,09,09 - Communication/journalism,34,4,11.8
Irvine,2012,11,11 - Computer and information sciences,156,15,9.6
Irvine,2012,13,13 - Education,4,1,25.0
Irvine,2012,14,14 - Engineering,522,79,15.1
Irvine,2012,16,16 - Foreign languages,81,33,40.7
Irvine,2012,23,23 - English language and literature,170,33,19.4
Irvine,2012,24,24 - Liberal arts/general studies,4,2,50.0
Irvine,2012,26,26 - Biological sciences,893,107,12.0
Irvine,2012,27,27 - Mathematics and statistics,78,15,19.2
Irvine,2012,30,30 - Multi/interdisciplinary studies,258,43,16.7
Irvine,2012,38,38 - Philosophy and religious studies,32,9,28.1
Irvine,2012,40,40 - Physical sciences,195,28,14.4
Irvine,2012,42,42 - Psychology,669,152,22.7
Irvine,2012,45,45 - Social sciences,1228,343,27.9
Irvine,2012,50,50 - Visual and performing arts,381,73,19.2
Irvine,2012,51,51 - Health professions,435,52,12.0
Irvine,2012,52,52 - Business/management/marketing,637,57,8.9
Irvine,2012,54,54 - History,97,23,23.7
Irvine,2013,03,03 - Natural resources,19,2,10.5
Irvine,2013,04,04 - Architecture,1,0,0.0
Irvine,2013,05,"05 - Area, ethnic, cultural, gender, and group studies",65,23,35.4
Irvine,2013,09,09 - Communication/journalism,42,12,28.6
Irvine,2013,11,11 - Computer and information sciences,192,18,9.4
Irvine,2013,13,13 - Education,6,0,0.0
Irvine,2013,14,14 - Engineering,634,101,15.9
Irvine,2013,16,16 - Foreign languages,67,28,41.8
Irvine,2013,23,23 - English language and literature,152,37,24.3
Irvine,2013,24,24 - Liberal arts/general studies,1,0,0.0
Irvine,2013,26,26 - Biological sciences,815,89,10.9
Irvine,2013,27,27 - Mathematics and statistics,82,16,19.5
Irvine,2013,30,30 - Multi/interdisciplinary studies,295,60,20.3
Irvine,2013,38,38 - Philosophy and religious studies,29,7,24.1
Irvine,2013,40,40 - Physical sciences,187,26,13.9
Irvine,2013,42,42 - Psychology,738,179,24.3
Irvine,2013,45,45 - Social sciences,1082,276,25.5
Irvine,2013,50,50 - Visual and performing arts,374,66,17.6
Irvine,2013,51,51 - Health professions,596,77,12.9
Irvine,2013,52,52 - Business/management/marketing,553,53,9.6
Irvine,2013,54,54 - History,67,19,28.4
Irvine,2014,03,03 - Natural resources,25,5,20.0
Irvine,2014,05,"05 - Area, ethnic, cultural, gender, and group studies",74,35,47.3
Irvine,2014,09,09 - Communication/journalism,48,12,25.0
Irvine,2014,11,11 - Computer and information sciences,284,33,11.6
Irvine,2014,13,13 - Education,118,51,43.2
Irvine,2014,14,14 - Engineering,620,115,18.5
Irvine,2014,16,16 - Foreign languages,86,37,43.0
Irvine,2014,23,23 - English language and literature,134,25,18.7
Irvine,2014,26,26 - Biological sciences,723,111,15.4
Irvine,2014,27,27 - Mathematics and statistics,106,24,22.6
Irvine,2014,30,30 - Multi/interdisciplinary studies,247,62,25.1
Irvine,2014,38,38 - Philosophy and religious studies,37,10,27.0
Irvine,2014,40,40 - Physical sciences,215,37,17.2
Irvine,2014,42,42 - Psychology,733,195,26.6
Irvine,2014,45,45 - Social sciences,1185,370,31.2
Irvine,2014,50,50 - Visual and performing arts,370,74,20.0
Irvine,2014,51,51 - Health professions,761,102,13.4
Irvine,2014,52,52 - Business/management/marketing,579,74,12.8
Irvine,2014,54,54 - History,69,16,23.2
Irvine,2015,03,03 - Natural resources,34,12,35.3
Irvine,2015,05,"05 - Area, ethnic, cultural, gender, and group studies",75,46,61.3
Irvine,2015,09,09 - Communication/journalism,38,13,34.2
Irvine,2015,11,11 - Computer and information sciences,345,42,12.2
Irvine,2015,13,13 - Education,247,125,50.6
Irvine,2015,14,14 - Engineering,677,135,19.9
Irvine,2015,16,16 - Foreign languages,79,41,51.9
Irvine,2015,23,23 - English language and literature,116,41,35.3
Irvine,2015,26,26 - Biological sciences,705,121,17.2
Irvine,2015,27,27 - Mathematics and statistics,94,12,12.8
Irvine,2015,30,30 - Multi/interdisciplinary studies,235,76,32.3
Irvine,2015,38,38 - Philosophy and religious studies,24,11,45.8
Irvine,2015,40,40 - Physical sciences,162,29,17.9
Irvine,2015,42,42 - Psychology,741,244,32.9
Irvine,2015,45,45 - Social sciences,1134,430,37.9
Irvine,2015,50,50 - Visual and performing arts,378,83,22.0
Irvine,2015,51,51 - Health professions,738,140,19.0
Irvine,2015,52,52 - Business/management/marketing,680,89,13.1
Irvine,2015,54,54 - History,68,26,38.2
Irvine,2016,03,03 - Natural resources,29,11,37.9
Irvine,2016,05,"05 - Area, ethnic, cultural, gender, and group studies",57,33,57.9
Irvine,2016,09,09 - Communication/journalism,29,12,41.4
Irvine,2016,11,11 - Computer and information sciences,543,73,13.4
Irvine,2016,13,13 - Education,306,148,48.4
Irvine,2016,14,14 - Engineering,813,180,22.1
Irvine,2016,16,16 - Foreign languages,78,39,50.0
Irvine,2016,23,23 - English language and literature,118,26,22.0
Irvine,2016,26,26 - Biological sciences,648,107,16.5
Irvine,2016,27,27 - Mathematics and statistics,150,13,8.7
Irvine,2016,30,30 - Multi/interdisciplinary studies,266,74,27.8
Irvine,2016,38,38 - Philosophy and religious studies,32,15,46.9
Irvine,2016,40,40 - Physical sciences,164,32,19.5
Irvine,2016,42,42 - Psychology,752,278,37.0
Irvine,2016,45,45 - Social sciences,1305,504,38.6
Irvine,2016,50,50 - Visual and performing arts,325,83,25.5
Irvine,2016,51,51 - Health professions,736,149,20.2
Irvine,2016,52,52 - Business/management/marketing,739,85,11.5
Irvine,2016,54,54 - History,58,25,43.1
Irvine,2017,03,03 - Natural resources,47,20,42.6
Irvine,2017,05,"05 - Area, ethnic, cultural, gender, and group studies",54,28,51.9
Irvine,2017,09,09 - Communication/journalism,27,13,48.1
Irvine,2017,11,11 - Computer and information sciences,636,86,13.5
Irvine,2017,13,13 - Education,321,162,50.5
Irvine,2017,14,14 - Engineering,780,169,21.7
Irvine,2017,16,16 - Foreign languages,65,29,44.6
Irvine,2017,23,23 - English language and literature,110,44,40.0
Irvine,2017,26,26 - Biological sciences,640,120,18.8
Irvine,2017,27,27 - Mathematics and statistics,179,18,10.1
Irvine,2017,30,30 - Multi/interdisciplinary studies,240,64,26.7
Irvine,2017,38,38 - Philosophy and religious studies,31,8,25.8
Irvine,2017,40,40 - Physical sciences,215,51,23.7
Irvine,2017,42,42 - Psychology,753,275,36.5
Irvine,2017,45,45 - Social sciences,1303,516,39.6
Irvine,2017,50,50 - Visual and performing arts,350,83,23.7
Irvine,2017,51,51 - Health professions,684,157,23.0
Irvine,2017,52,52 - Business/management/marketing,763,109,14.3
Irvine,2017,54,54 - History,67,27,40.3
Irvine,2018,03,03 - Natural resources,38,20,52.6
Irvine,2018,05,"05 - Area, ethnic, cultural, gender, and group studies",65,30,46.2
Irvine,2018,09,09 - Communication/journalism,27,9,33.3
Irvine,2018,11,11 - Computer and information sciences,742,116,15.6
Irvine,2018,13,13 - Education,388,189,48.7
Irvine,2018,14,14 - Engineering,907,216,23.8
Irvine,2018,16,16 - Foreign languages,50,27,54.0
Irvine,2018,23,23 - English language and literature,133,67,50.4
Irvine,2018,26,26 - Biological sciences,790,166,21.0
Irvine,2018,27,27 - Mathematics and statistics,180,18,10.0
Irvine,2018,30,30 - Multi/interdisciplinary studies,298,51,17.1
Irvine,2018,38,38 - Philosophy and religious studies,23,5,21.7
Irvine,2018,40,40 - Physical sciences,225,49,21.8
Irvine,2018,42,42 - Psychology,794,302,38.0
Irvine,2018,45,45 - Social sciences,1392,593,42.6
Irvine,2018,50,50 - Visual and performing arts,336,90,26.8
Irvine,2018,51,51 - Health professions,643,182,28.3
Irvine,2018,52,52 - Business/management/marketing,969,131,13.5
Irvine,2018,54,54 - History,63,28,44.4
Irvine,2019,03,03 - Natural resources,44,14,31.8
Irvine,2019,05,"05 - Area, ethnic, cultural, gender, and group studies",58,33,56.9
Irvine,2019,09,09 - Communication/journalism,26,11,42.3
Irvine,2019,11,11 - Computer and information sciences,956,115,12.0
Irvine,2019,13,13 - Education,388,168,43.3
Irvine,2019,14,14 - Engineering,1028,237,23.1
Irvine,2019,16,16 - Foreign languages,51,25,49.0
Irvine,2019,23,23 - English language and literature,121,50,41.3
Irvine,2019,26,26 - Biological sciences,891,212,23.8
Irvine,2019,27,27 - Mathematics and statistics,288,24,8.3
Irvine,2019,30,30 - Multi/interdisciplinary studies,310,61,19.7
Irvine,2019,38,38 - Philosophy and religious studies,43,15,34.9
Irvine,2019,40,40 - Physical sciences,251,74,29.5
Irvine,2019,42,42 - Psychology,887,368,41.5
Irvine,2019,45,45 - Social sciences,1477,572,38.7
Irvine,2019,50,50 - Visual and performing arts,358,83,23.2
Irvine,2019,51,51 - Health professions,666,203,30.5
Irvine,2019,52,52 - Business/management/marketing,1045,158,15.1
Irvine,2019,54,54 - History,67,28,41.8
Irvine,2020,03,03 - Natural resources,42,21,50.0
Irvine,2020,05,"05 - Area, ethnic, cultural, gender, and group studies",83,41,49.4
Irvine,2020,09,09 - Communication/journalism,26,12,46.2
Irvine,2020,11,11 - Computer and information sciences,996,113,11.3
Irvine,2020,13,13 - Education,365,167,45.8
Irvine,2020,14,14 - Engineering,1030,251,24.4
Irvine,2020,16,16 - Foreign languages,58,33,56.9
Irvine,2020,23,23 - English language and literature,132,56,42.4
Irvine,2020,26,26 - Biological sciences,897,222,24.7
Irvine,2020,27,27 - Mathematics and statistics,290,28,9.7
Irvine,2020,30,30 - Multi/interdisciplinary studies,340,70,20.6
Irvine,2020,38,38 - Philosophy and religious studies,50,15,30.0
Irvine,2020,40,40 - Physical sciences,253,74,29.2
Irvine,2020,42,42 - Psychology,1044,386,37.0
Irvine,2020,45,45 - Social sciences,1573,611,38.8
Irvine,2020,50,50 - Visual and performing arts,458,133,29.0
Irvine,2020,51,51 - Health professions,652,178,27.3
Irvine,2020,52,52 - Business/management/marketing,1134,156,13.8
Irvine,2020,54,54 - History,77,35,45.5
Irvine,2021,03,03 - Natural resources,51,24,47.1
Irvine,2021,05,"05 - Area, ethnic, cultural, gender, and group studies",63,28,44.4
Irvine,2021,09,09 - Communication/journalism,23,8,34.8
Irvine,2021,11,11 - Computer and information sciences,904,95,10.5
Irvine,2021,13,13 - Education,263,111,42.2
Irvine,2021,14,14 - Engineering,1077,221,20.5
Irvine,2021,16,16 - Foreign languages,31,15,48.4
Irvine,2021,23,23 - English language and literature,138,60,43.5
Irvine,2021,26,26 - Biological sciences,817,222,27.2
Irvine,2021,27,27 - Mathematics and statistics,309,28,9.1
Irvine,2021,30,30 - Multi/interdisciplinary studies,335,63,18.8
Irvine,2021,38,38 - Philosophy and religious studies,33,6,18.2
Irvine,2021,40,40 - Physical sciences,234,48,20.5
Irvine,2021,42,42 - Psychology,947,343,36.2
Irvine,2021,45,45 - Social sciences,1322,477,36.1
Irvine,2021,50,50 - Visual and performing arts,409,129,31.5
Irvine,2021,51,51 - Health professions,624,192,30.8
Irvine,2021,52,52 - Business/management/marketing,1039,129,12.4
Irvine,2021,54,54 - History,62,32,51.6
Irvine,2022,03,03 - Natural resources,62,20,32.3
Irvine,2022,05,"05 - Area, ethnic, cultural, gender, and group studies",47,26,55.3
Irvine,2022,09,09 - Communication/journalism,28,9,32.1
Irvine,2022,11,11 - Computer and information sciences,600,63,10.5
Irvine,2022,13,13 - Education,287,122,42.5
Irvine,2022,14,14 - Engineering,1019,249,24.4
Irvine,2022,16,16 - Foreign languages,44,31,70.5
Irvine,2022,23,23 - English language and literature,142,56,39.4
Irvine,2022,26,26 - Biological sciences,919,222,24.2
Irvine,2022,27,27 - Mathematics and statistics,249,33,13.3
Irvine,2022,30,30 - Multi/interdisciplinary studies,331,67,20.2
Irvine,2022,38,38 - Philosophy and religious studies,34,11,32.4
Irvine,2022,40,40 - Physical sciences,220,53,24.1
Irvine,2022,42,42 - Psychology,1067,391,36.6
Irvine,2022,45,45 - Social sciences,1329,510,38.4
Irvine,2022,50,50 - Visual and performing arts,443,117,26.4
Irvine,2022,51,51 - Health professions,555,156,28.1
Irvine,2022,52,52 - Business/management/marketing,999,124,12.4
Irvine,2022,54,54 - History,63,19,30.2
Irvine,2023,03,03 - Natural resources,59,21,35.6
Irvine,2023,05,"05 - Area, ethnic, cultural, gender, and group studies",43,23,53.5
Irvine,2023,09,09 - Communication/journalism,33,14,42.4
Irvine,2023,11,11 - Computer and information sciences,773,87,11.3
Irvine,2023,13,13 - Education,259,88,34.0
Irvine,2023,14,14 - Engineering,842,173,20.5
Irvine,2023,16,16 - Foreign languages,48,24,50.0
Irvine,2023,23,23 - English language and literature,146,61,41.8
Irvine,2023,26,26 - Biological sciences,956,166,17.4
Irvine,2023,27,27 - Mathematics and statistics,205,27,13.2
Irvine,2023,30,30 - Multi/interdisciplinary studies,326,60,18.4
Irvine,2023,38,38 - Philosophy and religious studies,39,10,25.6
Irvine,2023,40,40 - Physical sciences,240,58,24.2
Irvine,2023,42,42 - Psychology,1034,397,38.4
Irvine,2023,45,45 - Social sciences,1313,459,35.0
Irvine,2023,50,50 - Visual and performing arts,362,111,30.7
Irvine,2023,51,51 - Health professions,506,134,26.5
Irvine,2023,52,52 - Business/management/marketing,965,118,12.2
Irvine,2023,54,54 - History,70,25,35.7
Los Angeles,2011,03,03 - Natural resources,75,10,13.3
Los Angeles,2011,04,04 - Architecture,27,2,7.4
Los Angeles,2011,05,"05 - Area, ethnic, cultural, gender, and group studies",250,101,40.4
Los Angeles,2011,11,11 - Computer and information sciences,99,8,8.1
Los Angeles,2011,14,14 - Engineering,617,64,10.4
Los Angeles,2011,16,16 - Foreign languages,255,66,25.9
Los Angeles,2011,23,23 - English language and literature,382,100,26.2
Los Angeles,2011,24,24 - Liberal arts/general studies,3,1,33.3
Los Angeles,2011,26,26 - Biological sciences,1145,133,11.6
Los Angeles,2011,27,27 - Mathematics and statistics,344,33,9.6
Los Angeles,2011,30,30 - Multi/interdisciplinary studies,282,37,13.1
Los Angeles,2011,38,38 - Philosophy and religious studies,120,23,19.2
Los Angeles,2011,40,40 - Physical sciences,126,13,10.3
Los Angeles,2011,42,42 - Psychology,769,138,17.9
Los Angeles,2011,45,45 - Social sciences,1762,426,24.2
Los Angeles,2011,50,50 - Visual and performing arts,432,71,16.4
Los Angeles,2011,51,51 - Health professions,68,15,22.1
Los Angeles,2011,52,52 - Business/management/marketing,207,13,6.3
Los Angeles,2011,54,54 - History,428,94,22.0
Los Angeles,2012,03,03 - Natural resources,76,11,14.5
Los Angeles,2012,04,04 - Architecture,19,1,5.3
Los Angeles,2012,05,"05 - Area, ethnic, cultural, gender, and group studies",292,138,47.3
Los Angeles,2012,11,11 - Computer and information sciences,114,10,8.8
Los Angeles,2012,14,14 - Engineering,572,47,8.2
Los Angeles,2012,16,16 - Foreign languages,257,88,34.2
Los Angeles,2012,23,23 - English language and literature,367,96,26.2
Los Angeles,2012,24,24 - Liberal arts/general studies,1,1,100.0
Los Angeles,2012,26,26 - Biological sciences,1142,132,11.6
Los Angeles,2012,27,27 - Mathematics and statistics,305,44,14.4
Los Angeles,2012,30,30 - Multi/interdisciplinary studies,304,46,15.1
Los Angeles,2012,38,38 - Philosophy and religious studies,166,35,21.1
Los Angeles,2012,40,40 - Physical sciences,156,30,19.2
Los Angeles,2012,42,42 - Psychology,806,148,18.4
Los Angeles,2012,45,45 - Social sciences,1727,456,26.4
Los Angeles,2012,50,50 - Visual and performing arts,377,80,21.2
Los Angeles,2012,51,51 - Health professions,58,10,17.2
Los Angeles,2012,52,52 - Business/management/marketing,192,9,4.7
Los Angeles,2012,54,54 - History,398,104,26.1
Los Angeles,2013,03,03 - Natural resources,70,7,10.0
Los Angeles,2013,04,04 - Architecture,17,2,11.8
Los Angeles,2013,05,"05 - Area, ethnic, cultural, gender, and group studies",288,140,48.6
Los Angeles,2013,11,11 - Computer and information sciences,135,6,4.4
Los Angeles,2013,14,14 - Engineering,588,58,9.9
Los Angeles,2013,16,16 - Foreign languages,261,79,30.3
Los Angeles,2013,23,23 - English language and literature,364,92,25.3
Los Angeles,2013,26,26 - Biological sciences,1137,140,12.3
Los Angeles,2013,27,27 - Mathematics and statistics,393,33,8.4
Los Angeles,2013,30,30 - Multi/interdisciplinary studies,288,38,13.2
Los Angeles,2013,38,38 - Philosophy and religious studies,169,31,18.3
Los Angeles,2013,40,40 - Physical sciences,172,27,15.7
Los Angeles,2013,42,42 - Psychology,764,139,18.2
Los Angeles,2013,45,45 - Social sciences,1700,407,23.9
Los Angeles,2013,50,50 - Visual and performing arts,394,87,22.1
Los Angeles,2013,51,51 - Health professions,51,6,11.8
Los Angeles,2013,52,52 - Business/management/marketing,199,3,1.5
Los Angeles,2013,54,54 - History,341,90,26.4
Los Angeles,2014,03,03 - Natural resources,81,14,17.3
Los Angeles,2014,04,04 - Architecture,21,4,19.0
Los Angeles,2014,05,"05 - Area, ethnic, cultural, gender, and group studies",259,129,49.8
Los Angeles,2014,11,11 - Computer and information sciences,141,3,2.1
Los Angeles,2014,14,14 - Engineering,572,51,8.9
Los Angeles,2014,16,16 - Foreign languages,255,78,30.6
Los Angeles,2014,23,23 - English language and literature,336,122,36.3
Los Angeles,2014,24,24 - Liberal arts/general studies,1,0,0.0
Los Angeles,2014,26,26 - Biological sciences,1217,161,13.2
Los Angeles,2014,27,27 - Mathematics and statistics,454,40,8.8
Los Angeles,2014,30,30 - Multi/interdisciplinary studies,374,52,13.9
Los Angeles,2014,38,38 - Philosophy and religious studies,131,31,23.7
Los Angeles,2014,40,40 - Physical sciences,222,30,13.5
Los Angeles,2014,42,42 - Psychology,876,175,20.0
Los Angeles,2014,45,45 - Social sciences,2084,527,25.3
Los Angeles,2014,50,50 - Visual and performing arts,375,85,22.7
Los Angeles,2014,51,51 - Health professions,54,13,24.1
Los Angeles,2014,52,52 - Business/management/marketing,221,3,1.4
Los Angeles,2014,54,54 - History,303,89,29.4
Los Angeles,2015,03,03 - Natural resources,74,7,9.5
Los Angeles,2015,04,04 - Architecture,22,4,18.2
Los Angeles,2015,05,"05 - Area, ethnic, cultural, gender, and group studies",224,107,47.8
Los Angeles,2015,11,11 - Computer and information sciences,179,8,4.5
Los Angeles,2015,14,14 - Engineering,533,42,7.9
Los Angeles,2015,16,16 - Foreign languages,270,77,28.5
Los Angeles,2015,23,23 - English language and literature,318,98,30.8
Los Angeles,2015,24,24 - Liberal arts/general studies,1,0,0.0
Los Angeles,2015,26,26 - Biological sciences,1255,174,13.9
Los Angeles,2015,27,27 - Mathematics and statistics,545,35,6.4
Los Angeles,2015,30,30 - Multi/interdisciplinary studies,334,54,16.2
Los Angeles,2015,38,38 - Philosophy and religious studies,118,25,21.2
Los Angeles,2015,40,40 - Physical sciences,192,21,10.9
Los Angeles,2015,42,42 - Psychology,837,188,22.5
Los Angeles,2015,45,45 - Social sciences,2150,681,31.7
Los Angeles,2015,50,50 - Visual and performing arts,438,83,18.9
Los Angeles,2015,51,51 - Health professions,44,12,27.3
Los Angeles,2015,52,52 - Business/management/marketing,247,7,2.8
Los Angeles,2015,54,54 - History,324,98,30.2
Los Angeles,2016,03,03 - Natural resources,65,10,15.4
Los Angeles,2016,04,04 - Architecture,19,3,15.8
Los Angeles,2016,05,"05 - Area, ethnic, cultural, gender, and group studies",292,135,46.2
Los Angeles,2016,11,11 - Computer and information sciences,183,5,2.7
Los Angeles,2016,14,14 - Engineering,592,62,10.5
Los Angeles,2016,16,16 - Foreign languages,286,86,30.1
Los Angeles,2016,23,23 - English language and literature,303,87,28.7
Los Angeles,2016,24,24 - Liberal arts/general studies,1,0,0.0
Los Angeles,2016,26,26 - Biological sciences,1316,233,17.7
Los Angeles,2016,27,27 - Mathematics and statistics,541,46,8.5
Los Angeles,2016,30,30 - Multi/interdisciplinary studies,421,75,17.8
Los Angeles,2016,38,38 - Philosophy and religious studies,128,30,23.4
Los Angeles,2016,40,40 - Physical sciences,210,37,17.6
Los Angeles,2016,42,42 - Psychology,974,262,26.9
Los Angeles,2016,45,45 - Social sciences,2159,653,30.2
Los Angeles,2016,50,50 - Visual and performing arts,389,91,23.4
Los Angeles,2016,51,51 - Health professions,52,14,26.9
Los Angeles,2016,52,52 - Business/management/marketing,221,6,2.7
Los Angeles,2016,54,54 - History,319,102,32.0
Los Angeles,2017,03,03 - Natural resources,62,13,21.0
Los Angeles,2017,04,04 - Architecture,19,1,5.3
Los Angeles,2017,05,"05 - Area, ethnic, cultural, gender, and group studies",284,135,47.5
Los Angeles,2017,11,11 - Computer and information sciences,213,5,2.3
Los Angeles,2017,13,13 - Education,5,2,40.0
Los Angeles,2017,14,14 - Engineering,598,62,10.4
Los Angeles,2017,16,16 - Foreign languages,309,78,25.2
Los Angeles,2017,23,23 - English language and literature,315,133,42.2
Los Angeles,2017,26,26 - Biological sciences,1365,237,17.4
Los Angeles,2017,27,27 - Mathematics and statistics,546,44,8.1
Los Angeles,2017,30,30 - Multi/interdisciplinary studies,410,73,17.8
Los Angeles,2017,38,38 - Philosophy and religious studies,109,39,35.8
Los Angeles,2017,40,40 - Physical sciences,183,38,20.8
Los Angeles,2017,42,42 - Psychology,934,273,29.2
Los Angeles,2017,45,45 - Social sciences,2241,657,29.3
Los Angeles,2017,50,50 - Visual and performing arts,372,82,22.0
Los Angeles,2017,51,51 - Health professions,45,16,35.6
Los Angeles,2017,52,52 - Business/management/marketing,213,21,9.9
Los Angeles,2017,54,54 - History,276,102,37.0
Los Angeles,2018,03,03 - Natural resources,74,17,23.0
Los Angeles,2018,04,04 - Architecture,23,3,13.0
Los Angeles,2018,05,"05 - Area, ethnic, cultural, gender, and group studies",294,167,56.8
Los Angeles,2018,11,11 - Computer and information sciences,242,13,5.4
Los Angeles,2018,13,13 - Education,4,0,0.0
Los Angeles,2018,14,14 - Engineering,643,51,7.9
Los Angeles,2018,16,16 - Foreign languages,283,77,27.2
Los Angeles,2018,23,23 - English language and literature,293,107,36.5
Los Angeles,2018,26,26 - Biological sciences,1285,239,18.6
Los Angeles,2018,27,27 - Mathematics and statistics,583,57,9.8
Los Angeles,2018,30,30 - Multi/interdisciplinary studies,421,79,18.8
