campus,year,group,c150_pct,d150,ret_ft4_pct,pctpell,ftftpctpell,ugds
San Diego,2023,pell,82.8,2052,,,,
San Diego,2023,loan_no_pell,89.3,665,,,,
San Diego,2023,no_loan_no_pell,90.6,2973,,,,
San Diego,2023,__campus__,,,93.9,32.9,40.2,33787
Santa Barbara,2023,overall,85.6,4514,,,,
Santa Barbara,2023,white,88.6,1398,,,,
Santa Barbara,2023,black,85.8,120,,,,
Santa Barbara,2023,hispanic_latino,78.8,1144,,,,
Santa Barbara,2023,asian,89.0,907,,,,
Santa Barbara,2023,aian,75.0,12,,,,
Santa Barbara,2023,nhpi,64.3,14,,,,
Santa Barbara,2023,two_or_more,90.9,298,,,,
Santa Barbara,2023,international,84.2,550,,,,
Santa Barbara,2023,unknown,88.7,71,,,,
Santa Barbara,2023,urm_basic,79.3,1290,,,,
Santa Barbara,2023,pell,81.7,1450,,,,
Santa Barbara,2023,loan_no_pell,83.2,465,,,,
Santa Barbara,2023,no_loan_no_pell,88.3,2599,,,,
Santa Barbara,2023,__campus__,,,91.9,28.0,27.8,23205
Santa Cruz,2023,overall,74.5,4032,,,,
Santa Cruz,2023,white,73.4,1197,,,,
Santa Cruz,2023,black,74.0,77,,,,
Santa Cruz,2023,hispanic_latino,70.9,1064,,,,
Santa Cruz,2023,asian,79.1,895,,,,
Santa Cruz,2023,aian,0.0,2,,,,
Santa Cruz,2023,nhpi,71.4,7,,,,
Santa Cruz,2023,two_or_more,74.6,319,,,,
Santa Cruz,2023,international,75.7,416,,,,
Santa Cruz,2023,unknown,83.6,55,,,,
Santa Cruz,2023,urm_basic,71.0,1150,,,,
Santa Cruz,2023,pell,70.4,1226,,,,
Santa Cruz,2023,loan_no_pell,75.2,592,,,,
Santa Cruz,2023,no_loan_no_pell,76.5,2214,,,,
Santa Cruz,2023,__campus__,,,89.7,31.8,31.6,17812
Merced,2023,overall,69.2,2285,,,,
Merced,2023,white,69.7,198,,,,
Merced,2023,black,72.8,103,,,,
Merced,2023,hispanic_latino,66.0,1316,,,,
Merced,2023,asian,76.9,386,,,,
Merced,2023,aian,50.0,4,,,,
Merced,2023,nhpi,85.7,14,,,,
Merced,2023,two_or_more,63.8,69,,,,
Merced,2023,international,73.2,179,,,,
Merced,2023,unknown,81.2,16,,,,
Merced,2023,urm_basic,66.6,1437,,,,
Merced,2023,pell,69.7,1497,,,,
Merced,2023,loan_no_pell,66.8,277,,,,
Merced,2023,no_loan_no_pell,68.9,511,,,,
Merced,2023,__campus__,,,83.1,59.0,54.6,8372
Berkeley,2024,overall,92.8,5988,,,,
Berkeley,2024,white,92.4,1288,,,,
Berkeley,2024,black,78.0,118,,,,
Berkeley,2024,hispanic_latino,85.5,915,,,,
Berkeley,2024,asian,96.0,2271,,,,
Berkeley,2024,aian,100.0,1,,,,
Berkeley,2024,nhpi,77.8,9,,,,
Berkeley,2024,two_or_more,92.7,343,,,,
Berkeley,2024,international,94.4,826,,,,
Berkeley,2024,unknown,95.9,217,,,,
Berkeley,2024,urm_basic,84.6,1043,,,,
Berkeley,2024,pell,86.9,1366,,,,
Berkeley,2024,loan_no_pell,93.2,544,,,,
Berkeley,2024,no_loan_no_pell,94.8,4078,,,,
Berkeley,2024,__campus__,,,96.8,28.6,27.3,33068
Davis,2024,overall,85.7,6296,,,,
Davis,2024,white,87.0,1242,,,,
Davis,2024,black,77.6,116,,,,
Davis,2024,hispanic_latino,80.1,1465,,,,
Davis,2024,asian,91.1,1725,,,,
Davis,2024,aian,58.3,12,,,,
Davis,2024,nhpi,73.9,23,,,,
Davis,2024,two_or_more,83.3,323,,,,
Davis,2024,international,85.1,1310,,,,
Davis,2024,unknown,87.5,80,,,,
Davis,2024,urm_basic,79.7,1616,,,,
Davis,2024,pell,81.5,2008,,,,
Davis,2024,loan_no_pell,85.0,641,,,,
Davis,2024,no_loan_no_pell,88.1,3647,,,,
Davis,2024,__campus__,,,92.8,31.4,32.5,32253
Irvine,2024,overall,86.9,5779,,,,
Irvine,2024,white,86.3,599,,,,
Irvine,2024,black,82.2,152,,,,
Irvine,2024,hispanic_latino,80.3,1390,,,,
Irvine,2024,asian,92.4,2176,,,,
Irvine,2024,aian,100.0,5,,,,
Irvine,2024,nhpi,77.8,18,,,,
Irvine,2024,two_or_more,87.1,280,,,,
Irvine,2024,international,84.9,1081,,,,
Irvine,2024,unknown,91.0,78,,,,
Irvine,2024,urm_basic,80.5,1565,,,,
Irvine,2024,pell,84.3,1938,,,,
Irvine,2024,loan_no_pell,87.4,613,,,,
Irvine,2024,no_loan_no_pell,88.3,3228,,,,
Irvine,2024,__campus__,,,94.0,36.1,31.1,30197
Los Angeles,2024,overall,92.6,6232,,,,
Los Angeles,2024,white,93.6,1640,,,,
Los Angeles,2024,black,84.4,218,,,,
Los Angeles,2024,hispanic_latino,87.5,1236,,,,
Los Angeles,2024,asian,95.8,1887,,,,
Los Angeles,2024,aian,68.8,16,,,,
Los Angeles,2024,nhpi,100.0,12,,,,
Los Angeles,2024,two_or_more,92.1,403,,,,
Los Angeles,2024,international,93.2,643,,,,
Los Angeles,2024,unknown,96.6,177,,,,
Los Angeles,2024,urm_basic,86.9,1482,,,,
Los Angeles,2024,pell,88.9,1580,,,,
Los Angeles,2024,loan_no_pell,90.7,604,,,,
Los Angeles,2024,no_loan_no_pell,94.4,4048,,,,
Los Angeles,2024,__campus__,,,97.3,28.2,27.2,33475
Riverside,2024,overall,76.0,4530,,,,
Riverside,2024,white,74.4,438,,,,
Riverside,2024,black,64.2,134,,,,
Riverside,2024,hispanic_latino,72.2,1755,,,,
Riverside,2024,asian,81.9,1807,,,,
Riverside,2024,aian,25.0,4,,,,
Riverside,2024,nhpi,87.5,16,,,,
Riverside,2024,two_or_more,73.8,191,,,,
Riverside,2024,international,67.5,126,,,,
Riverside,2024,unknown,69.5,59,,,,
Riverside,2024,urm_basic,71.7,1909,,,,
Riverside,2024,pell,75.4,2310,,,,
Riverside,2024,loan_no_pell,76.0,618,,,,
Riverside,2024,no_loan_no_pell,76.8,1602,,,,
Riverside,2024,__campus__,,,87.6,46.9,48.5,22593
San Diego,2024,overall,86.1,6701,,,,
San Diego,2024,white,85.9,1197,,,,
San Diego,2024,black,81.6,98,,,,
San Diego,2024,hispanic_latino,77.0,1527,,,,
San Diego,2024,asian,90.8,2326,,,,
San Diego,2024,aian,100.0,6,,,,
San Diego,2024,nhpi,89.5,19,,,,
San Diego,2024,two_or_more,86.6,305,,,,
San Diego,2024,international,88.4,1100,,,,
San Diego,2024,unknown,91.1,123,,,,
San Diego,2024,urm_basic,77.5,1650,,,,
San Diego,2024,pell,82.0,2311,,,,
San Diego,2024,loan_no_pell,87.0,699,,,,
San Diego,2024,no_loan_no_pell,88.4,3691,,,,
San Diego,2024,__campus__,,,94.0,34.2,36.5,34948
Santa Barbara,2024,overall,83.0,5084,,,,
Santa Barbara,2024,white,84.0,1398,,,,
Santa Barbara,2024,black,80.2,81,,,,
Santa Barbara,2024,hispanic_latino,75.7,1346,,,,
Santa Barbara,2024,asian,90.3,1131,,,,
Santa Barbara,2024,aian,100.0,6,,,,
Santa Barbara,2024,nhpi,100.0,9,,,,
Santa Barbara,2024,two_or_more,85.0,320,,,,
Santa Barbara,2024,international,81.8,719,,,,
Santa Barbara,2024,unknown,90.5,74,,,,
Santa Barbara,2024,urm_basic,76.2,1442,,,,
Santa Barbara,2024,pell,79.9,1702,,,,
Santa Barbara,2024,loan_no_pell,84.2,474,,,,
Santa Barbara,2024,no_loan_no_pell,84.7,2908,,,,
Santa Barbara,2024,__campus__,,,93.0,27.9,27.8,23113
Santa Cruz,2024,overall,75.1,3681,,,,
Santa Cruz,2024,white,78.0,1017,,,,
Santa Cruz,2024,black,66.7,75,,,,
Santa Cruz,2024,hispanic_latino,67.2,845,,,,
Santa Cruz,2024,asian,78.9,904,,,,
Santa Cruz,2024,aian,0.0,4,,,,
Santa Cruz,2024,nhpi,50.0,2,,,,
Santa Cruz,2024,two_or_more,75.4,293,,,,
Santa Cruz,2024,international,77.1,480,,,,
Santa Cruz,2024,unknown,78.7,61,,,,
Santa Cruz,2024,urm_basic,66.8,926,,,,
Santa Cruz,2024,pell,71.3,1045,,,,
Santa Cruz,2024,loan_no_pell,73.5,460,,,,
Santa Cruz,2024,no_loan_no_pell,77.2,2176,,,,
Santa Cruz,2024,__campus__,,,87.9,31.6,28.2,17940
Merced,2024,overall,68.7,2203,,,,
Merced,2024,white,66.9,169,,,,
Merced,2024,black,67.4,89,,,,
Merced,2024,hispanic_latino,66.7,1250,,,,
Merced,2024,asian,74.8,420,,,,
Merced,2024,aian,25.0,4,,,,
Merced,2024,nhpi,100.0,8,,,,
Merced,2024,two_or_more,71.4,77,,,,
Merced,2024,international,69.1,175,,,,
Merced,2024,unknown,72.7,11,,,,
Merced,2024,urm_basic,66.8,1351,,,,
Merced,2024,pell,68.2,1414,,,,
Merced,2024,loan_no_pell,70.1,231,,,,
Merced,2024,no_loan_no_pell,69.3,558,,,,
Merced,2024,__campus__,,,82.1,58.9,60.0,8372
