ceeb,name,city,county
050003,Agoura High School,Agoura Hills,Los Angeles
050005,Alameda High School,Alameda,Alameda
050006,Oak Park High School,Oak Park,Ventura
050011,Alameda Community Learning Ctr,Alameda,Alameda
050015,Encinal High School,Alameda,Alameda
050020,Saint Joseph-Notre Dame Hs,Alameda,Alameda
050029,Alameda Science & Technical Inst,Alameda,Alameda
050035,Albany High School,Albany,Alameda
050038,Orange Vista High School,Perris,Riverside
050050,Alhambra High School,Alhambra,Los Angeles
050051,Summit Public School Denali,Sunnyvale,Santa Clara
050055,Mark Keppel High School,Alhambra,Los Angeles
050060,Ramona Convent Secondary School,Alhambra,Los Angeles
050063,Aliso Niguel High School,Aliso Viejo,Orange
050068,Arleta High School,Arleta,Los Angeles
050075,South Tahoe High School,South Lake Tahoe,El Dorado
050077,Alta Loma High School,Alta Loma,San Bernardino
050081,Katella High School,Anaheim,Orange
050082,Cornelia Connelly School,Anaheim,Orange
050083,Magnolia High School,Anaheim,Orange
050084,Loara High School,Anaheim,Orange
050087,Savanna High School,Anaheim,Orange
050088,Servite High School,Anaheim,Orange
050090,Anaheim High School,Anaheim,Orange
050092,Western High School,Anaheim,Orange
050093,Esperanza High School,Anaheim,Orange
050100,Bret Harte Union High School,Angels Camp,Calaveras
050103,Fairmont Preparatory Academy,Anaheim,Orange
050109,Deer Valley High School,Antioch,Contra Costa
050115,Antioch High School,Antioch,Contra Costa
050118,Apple Valley High School,Apple Valley,San Bernardino
050119,Aptos High School,Aptos,Santa Cruz
050126,Academy for Academic Excellence,Apple Valley,San Bernardino
050130,Arcadia High School,Arcadia,Los Angeles
050134,Granite Hills High School,Apple Valley,San Bernardino
050135,Arcata High School,Arcata,Humboldt
050140,La Sierra Academy,Riverside,Riverside
050150,Arroyo Grande High School,Arroyo Grande,San Luis Obispo
050155,Artesia High School,Lakewood,Los Angeles
050157,Valley Christian High School,Cerritos,Los Angeles
050160,Arvin High School,Arvin,Kern
050162,Aveson Global Leadership Academy,Altadena,Los Angeles
050165,Atascadero High School,Atascadero,San Luis Obispo
050170,Menlo Atherton High School,Atherton,San Mateo
050172,Atwater High School,Atwater,Merced
050175,Placer High School,Auburn,Placer
050181,Buhach Colony High School,Atwater,Merced
050185,Avenal High School,Avenal,Kings
050188,Azusa High School,Azusa,Los Angeles
050190,Gladstone High School,Covina,Los Angeles
050196,Liberty High School,Bakersfield,Kern
050202,Ridgeview High School,Bakersfield,Kern
050205,Bakersfield High School,Bakersfield,Kern
050208,Bakersfield Christian Hs,Bakersfield,Kern
050209,Centennial High School,Bakersfield,Kern
050210,East Bakersfield High School,Bakersfield,Kern
050213,Foothill High School,Bakersfield,Kern
050215,Garces Memorial High School,Bakersfield,Kern
050217,Stockdale High School,Bakersfield,Kern
050218,Highland High School,Bakersfield,Kern
050220,North High School,Bakersfield,Kern
050223,South High School,Bakersfield,Kern
050224,West High School,Bakersfield,Kern
050225,Baldwin Park High School,Baldwin Park,Los Angeles
050228,Sierra Vista High School,Baldwin Park,Los Angeles
050230,Banning High School,Banning,Riverside
050235,Barstow High School,Barstow,San Bernardino
050238,Bassett High School,La Puente,Los Angeles
050240,Beaumont High School,Beaumont,Riverside
050245,Bell High School,Bell,Los Angeles
050255,Bellflower High School,Bellflower,Los Angeles
050259,Golden Valley High School,Bakersfield,Kern
050260,Saint John Bosco High School,Bellflower,Los Angeles
050265,Bell Gardens High School,Bell Gardens,Los Angeles
050266,Portola High School,Irvine,Orange
050270,Carlmont High School,Belmont,San Mateo
050275,Notre Dame High School,Belmont,San Mateo
050280,Benicia High School,Benicia,Solano
050285,Head-Royce School,Oakland,Alameda
050290,Berkeley High School,Berkeley,Alameda
050301,Alliance Mit 6-12 Complex,Sun Valley,Los Angeles
050306,Richmond Ca College Prepratory,Richmond,Contra Costa
050308,Rise Kohyang High School,Los Angeles,Los Angeles
050309,Girls Academic Leadership Acad,Los Angeles,Los Angeles
050310,Saint Mary's College High Scho,Berkeley,Alameda
050320,Beverly Hills High School,Beverly Hills,Los Angeles
050321,Lycee Francais De Los Angeles,Los Angeles,Los Angeles
050330,Big Bear High School,Big Bear City,San Bernardino
050334,Desert Hot Springs Hs,Desert Hot Springs,Riverside
050338,East College Prep,Los Angeles,Los Angeles
050345,Bishop Union High School,Bishop,Inyo
050348,Bloomington High School,Bloomington,San Bernardino
050365,Brawley Union High School,Brawley,Imperial
050370,Brea Olinda High School,Brea,Orange
050372,Freedom High School,Oakley,Contra Costa
050375,Liberty High School,Brentwood,Contra Costa
050378,Buena Park High School,Buena Park,Orange
050379,John F Kennedy High School,La Palma,Orange
050380,Bellarmine-Jefferson Hs,Burbank,Los Angeles
050385,Burbank High School,Burbank,Los Angeles
050386,Heritage High School,Brentwood,Contra Costa
050396,Animo Cty Champions Charter Hs,Inglewood,Los Angeles
050400,John Burroughs High School,Burbank,Los Angeles
050402,Providence High School,Burbank,Los Angeles
050404,Early College High School,Costa Mesa,Orange
050410,Burlingame High School,Burlingame,San Mateo
050415,Mercy High School,Burlingame,San Mateo
050420,Vincent Memorial Catholic Hs,Calexico,Imperial
050421,Calabasas High School,Calabasas,Los Angeles
050423,Viewpoint School,Calabasas,Los Angeles
050425,Calexico High School,Calexico,Imperial
050435,Calistoga Junior Senior High School,Calistoga,Napa
050438,Adolfo Camarillo High School,Camarillo,Ventura
050440,Coast Union High School,Cambria,San Luis Obispo
050449,Pacific Ridge School,Carlsbad,San Diego
050462,Agbu Manoogian-Demirdjian Sch,Canoga Park,Los Angeles
050465,Canoga Park High School,Canoga Park,Los Angeles
050466,Torrey Pines High School,San Diego,San Diego
050467,Faith Baptist School,Canoga Park,Los Angeles
050470,Army and Navy Academy,Carlsbad,San Diego
050472,Carlsbad High School,Carlsbad,San Diego
050475,Carmel High School,Carmel,Monterey
050489,North Monterey County High Sch,Castroville,Monterey
050490,Carpinteria High School,Carpinteria,Santa Barbara
050491,California Acad Math & Science,Carson,Los Angeles
050495,Caruthers High School,Caruthers,Fresno
050499,Redwood Christian Middle High Schl,San Lorenzo,Alameda
050500,Castro Valley High School,Castro Valley,Alameda
050508,Cathedral City High School,Cathedral City,Riverside
050517,Aquinas International Academy,Ontario,San Bernardino
050525,Ceres High School,Ceres,Stanislaus
050526,Gretchen Whitney High School,Cerritos,Los Angeles
050527,Cerritos High School,Cerritos,Los Angeles
050528,Chatsworth Charter High School,Chatsworth,Los Angeles
050545,Chico High School,Chico,Butte
050548,Pleasant Valley Sr High School,Chico,Butte
050550,Sherman E Burroughs Hs,Ridgecrest,Kern
050551,Maywood Ctr Enriched Studies,Maywood,Los Angeles
050555,Chino High School,Chino,San Bernardino
050563,Ruben S Ayala High School,Chino Hills,San Bernardino
050564,Chino Hills High School,Chino Hills,San Bernardino
050566,Don Antonio Lugo High School,Chino,San Bernardino
050570,Chowchilla Union High School,Chowchilla,Madera
050572,Bonita Vista High School,Chula Vista,San Diego
050573,Castle Park High School,Chula Vista,San Diego
050579,Eastlake High School,Chula Vista,San Diego
050580,Chula Vista High School,Chula Vista,San Diego
050581,Hilltop High School,Chula Vista,San Diego
050582,San Juan High School,Citrus Heights,Sacramento
050583,William Workman High School,City of Industry,Los Angeles
050587,Mesa Verde High School,Citrus Heights,Sacramento
050590,Claremont High School,Claremont,Los Angeles
050591,Visions in Education,Carmichael,Sacramento
050599,Vivian Webb School,Claremont,Los Angeles
050600,Webb Schools,Claremont,Los Angeles
050602,Otay Ranch High School,Chula Vista,San Diego
050605,Delta High School,Clarksburg,Yolo
050615,Clovis High School,Clovis,Fresno
050618,Buchanan High School,Clovis,Fresno
050620,Coachella Valley High School,Thermal,Riverside
050622,Clovis East High School,Clovis,Fresno
050628,Clovis North High School,Fresno,Fresno
050630,Coalinga High School,Coalinga,Fresno
050637,Colfax High School,Colfax,Placer
050640,Colton High School,Colton,San Bernardino
050650,Centennial High School,Compton,Los Angeles
050651,Compton High School,Compton,Los Angeles
050652,Dominguez High School,Compton,Los Angeles
050656,Carondelet High School,Concord,Contra Costa
050657,Concord High School,Concord,Contra Costa
050658,Clayton Valley Charter High School,Concord,Contra Costa
050659,College Park High School,Pleasant Hill,Contra Costa
050660,Mount Diablo High School,Concord,Contra Costa
050662,De La Salle High School,Concord,Contra Costa
050663,Ygnacio Valley High School,Concord,Contra Costa
050665,Corcoran High School,Corcoran,Kings
050666,Northgate High School,Walnut Creek,Contra Costa
050675,Corona High School,Corona,Riverside
050676,Centennial High School,Corona,Riverside
050680,Coronado High School,Coronado,San Diego
050683,Costa Mesa High School,Costa Mesa,Orange
050684,Estancia High School,Costa Mesa,Orange
050688,West Valley High School,Cottonwood,Shasta
050692,Santiago High School,Corona,Riverside
050693,Charter Oak High School,Covina,Los Angeles
050697,Elizabeth Learning Center,Cudahy,Los Angeles
050700,Covina High School,Covina,Los Angeles
050703,Northview High School,Covina,Los Angeles
050704,South Hills High School,West Covina,Los Angeles
050705,Del Norte High School,Crescent City,Del Norte
050710,John Swett High School,Crockett,Contra Costa
050714,Cypress High School,Cypress,Orange
050715,Culver City High School,Culver City,Los Angeles
050718,Cupertino High School,Cupertino,Santa Clara
050720,Jefferson High School,Daly City,San Mateo
050721,Terra Nova High School,Pacifica,San Mateo
050722,Richard Gahr High School,Cerritos,Los Angeles
050723,Westmoor High School,Daly City,San Mateo
050724,Athenian School,Danville,Contra Costa
050725,San Ramon Valley High School,Danville,Contra Costa
050727,Monte Vista High School,Danville,Contra Costa
050729,Dana Hills High School,Dana Point,Orange
050730,Davis Senior High School,Davis,Yolo
050735,Delano High School,Delano,Kern
050740,Grant Union High School,Sacramento,Sacramento
050748,Diamond Bar High School,Diamond Bar,Los Angeles
050750,Dinuba High School,Dinuba,Tulare
050755,Dixon High School,Dixon,Solano
050765,Dos Palos High School,Dos Palos,Merced
050770,Downey High School,Downey,Los Angeles
050771,Warren High School,Downey,Los Angeles
050776,Oxford Academy,Cypress,Orange
050783,Duarte High School,Duarte,Los Angeles
050784,Dublin High School,Dublin,Alameda
050787,Valley Christian High School,Dublin,Alameda
050791,Eastside College Prep School,East Palo Alto,San Mateo
050804,Valhalla High School,El Cajon,San Diego
050805,El Cajon Valley High School,El Cajon,San Diego
050806,Granite Hills High School,El Cajon,San Diego
050810,Central Union High School,El Centro,Imperial
050815,El Cerrito High School,El Cerrito,Contra Costa
050816,Southwest High School,El Centro,Imperial
050818,Oak Ridge High School,El Dorado Hills,El Dorado
050819,Union Mine High School,El Dorado,El Dorado
050824,Franklin High School,Elk Grove,Sacramento
050825,Elk Grove High School,Elk Grove,Sacramento
050828,Grossmont Middle College Hs,El Cajon,San Diego
050829,Laguna Creek High School,Elk Grove,Sacramento
050830,Arroyo High School,El Monte,Los Angeles
050835,El Monte High School,El Monte,Los Angeles
050837,Mountain View High School,El Monte,Los Angeles
050841,Cesar E Chavez High School,Delano,Kern
050845,El Segundo High School,El Segundo,Los Angeles
050855,Elsinore High School,Wildomar,Riverside
050858,La Costa Canyon High School,Carlsbad,San Diego
050860,Emery Secondary School,Emeryville,Alameda
050865,San Dieguito Academy,Encinitas,San Diego
050867,Crespi Carmelite High School,Encino,Los Angeles
050869,Holy Martyrs Armenian Hs,Encino,Los Angeles
050870,Escalon High School,Escalon,San Joaquin
050871,Escondido Charter High School,Escondido,San Diego
050873,Orange Glen High School,Escondido,San Diego
050880,Escondido High School,Escondido,San Diego
050883,San Marcos High School,San Marcos,San Diego
050884,San Pasqual High School,Escondido,San Diego
050885,Esparto High School,Esparto,Yolo
050888,Etiwanda High School,Etiwanda,San Bernardino
050893,Canyon Crest Academy,San Diego,San Diego
050897,Summit High School,Fontana,San Bernardino
050900,Eureka High School,Eureka,Humboldt
050902,Monterey Trail High School,Elk Grove,Sacramento
050903,Quarry Lane School,Dublin,Alameda
050905,Exeter Union High School,Exeter,Tulare
050910,Armijo High School,Fairfield,Solano
050911,Fairfield High School,Fairfield,Solano
050912,Bella Vista High School,Fair Oaks,Sacramento
050915,Del Campo High School,Fair Oaks,Sacramento
050919,Angelo Rodriguez High School,Fairfield,Solano
050924,Farmersville High School,Farmersville,Tulare
050925,Fallbrook Union High School,Fallbrook,San Diego
050927,San Lorenzo Valley High School,Felton,Santa Cruz
050935,Fillmore High School,Fillmore,Ventura
050936,University High School,Fresno,Fresno
050937,Firebaugh High School,Firebaugh,Fresno
050940,Folsom High School,Folsom,Sacramento
050942,Henry J Kaiser High School,Fontana,San Bernardino
050944,A B Miller High School,Fontana,San Bernardino
050945,Fontana High School,Fontana,San Bernardino
050947,El Molino High School,Forestville,Sonoma
050955,Fort Bragg High School,Fort Bragg,Mendocino
050963,Los Amigos High School,Fountain Valley,Orange
050964,Fountain Valley High School,Fountain Valley,Orange
050965,Fortuna Union High School,Fortuna,Humboldt
050966,John F Kennedy High School,Fremont,Alameda
050967,Fowler High School,Fowler,Fresno
050968,Irvington High School,Fremont,Alameda
050969,James Logan High School,Union City,Alameda
050970,Mission San Jose High School,Fremont,Alameda
050972,Washington High School,Fremont,Alameda
050973,Bullard High School,Fresno,Fresno
050974,American High School,Fremont,Alameda
050975,Central East High School,Fresno,Fresno
050977,Mclane High School,Fresno,Fresno
050978,Fremont Christian High School,Fremont,Alameda
050980,Edison High School,Fresno,Fresno
050982,Clovis West High School,Fresno,Fresno
050985,Fresno High School,Fresno,Fresno
050989,Herbert Hoover High School,Fresno,Fresno
050990,San Joaquin Memorial Hs,Fresno,Fresno
050995,Theodore Roosevelt High School,Fresno,Fresno
050997,Duncan Polytechnical Hs,Fresno,Fresno
051000,Washington Union High School,Fresno,Fresno
051007,Rosary Academy,Fullerton,Orange
051008,Sunny Hills High School,Fullerton,Orange
051009,Troy High School,Fullerton,Orange
051010,Fullerton Union High School,Fullerton,Orange
051015,Galt High School,Galt,Sacramento
051020,Gardena High School,Gardena,Los Angeles
051025,Junipero Serra High School,Gardena,Los Angeles
051028,Bolsa Grande High School,Garden Grove,Orange
051030,Garden Grove High School,Garden Grove,Orange
051032,Rancho Alamitos High School,Garden Grove,Orange
051033,Santiago High School,Garden Grove,Orange
051034,Pacifica High School,Garden Grove,Orange
051040,Gilroy High School,Gilroy,Santa Clara
051045,Sunnyside High School,Fresno,Fresno
051050,Glendale High School,Glendale,Los Angeles
051058,Ribet Academy,Los Angeles,Los Angeles
051060,Herbert Hoover High School,Glendale,Los Angeles
051065,Holy Family High School,Glendale,Los Angeles
051070,Glendora High School,Glendora,Los Angeles
051075,Saint Lucys Priory High School,Glendora,Los Angeles
051082,Da Vinci Charter Academy,Davis,Yolo
051085,Gonzales High School,Gonzales,Monterey
051088,Granada Hills Charter High Sch,Granada Hills,Los Angeles
051089,John F Kennedy High School,Granada Hills,Los Angeles
051092,Bear River High School,Grass Valley,Nevada
051095,Nevada Union High School,Grass Valley,Nevada
051106,Granite Bay High School,Granite Bay,Placer
051110,Grossmont High School,El Cajon,San Diego
051113,Greenfield High School,Greenfield,Monterey
051115,Gustine High School,Gustine,Merced
051120,Half Moon Bay High School,Half Moon Bay,San Mateo
051122,Hawthorne Math & Science Acad,Hawthorne,Los Angeles
051128,Hanford West High School,Hanford,Kings
051130,Hanford High School,Hanford,Kings
051140,Nathaniel Narbonne High School,Harbor City,Los Angeles
051145,Hawthorne High School,Hawthorne,Los Angeles
051150,Hayward High School,Hayward,Alameda
051152,Tennyson High School,Hayward,Alameda
051153,Mount Eden High School,Hayward,Alameda
051156,Moreau Catholic High School,Hayward,Alameda
051160,Healdsburg High School,Healdsburg,Sonoma
051161,West Valley High School,Hemet,Riverside
051165,Hemet High School,Hemet,Riverside
051168,Hesperia High School,Hesperia,San Bernardino
051173,Crystal Springs Uplands School,Hillsborough,San Mateo
051175,Hilmar High School,Hilmar,Merced
051180,Hollister High School,Hollister,San Benito
051187,Sultana High School,Hesperia,San Bernardino
051200,Holtville High School,Holtville,Imperial
051206,Hercules High School,Hercules,Contra Costa
051213,The Nueva School,San Mateo,San Mateo
051214,Aspire Pacific Academy,Huntington Park,Los Angeles
051215,Hughson High School,Hughson,Stanislaus
051216,Da Vinci Design High School,El Segundo,Los Angeles
051218,Edison High School,Huntington Beach,Orange
051220,Huntington Beach High School,Huntington Beach,Orange
051221,Marina High School,Huntington Beach,Orange
051224,Ocean View High School,Huntington Beach,Orange
051228,Dr Tj Owens Gilroy Early Colg,Gilroy,Santa Clara
051230,Huntington Park High School,Huntington Park,Los Angeles
051231,Leadership Public Sch Hayward,Hayward,Alameda
051232,Saint Pius X-St Matthias Acdmy,Downey,Los Angeles
051239,Montgomery High School,San Diego,San Diego
051240,Imperial High School,Imperial,Imperial
051242,Mar Vista High School,Imperial Beach,San Diego
051244,Mater Dei Catholic High School,Chula Vista,San Diego
051247,Indio High School,Indio,Riverside
051255,Animo Inglewood Charter Hs,Inglewood,Los Angeles
051257,Animo Leadership Charter Hs,Inglewood,Los Angeles
051260,Inglewood High School,Inglewood,Los Angeles
051261,City Honors High School,Inglewood,Los Angeles
051262,Morningside High School,Inglewood,Los Angeles
051267,Arnold O Beckman High School,Irvine,Orange
051268,Jurupa Hills High School,Fontana,San Bernardino
051269,Tarbut V Torah Middle & Upper Sch,Irvine,Orange
051271,Irvine High School,Irvine,Orange
051274,Woodbridge High School,Irvine,Orange
051283,Northwood High School,Irvine,Orange
051290,Kelseyville High School,Kelseyville,Lake
051295,Kerman High School,Kerman,Fresno
051298,Crean Lutheran High School,Irvine,Orange
051300,Bentley School,Lafayette,Contra Costa
051301,Clark Magnet High School,La Crescenta,Los Angeles
051305,King City Joint Union Hs,King City,Monterey
051310,Kingsburg High School,Kingsburg,Fresno
051311,Saint Francis High School,La Canada,Los Angeles
051312,La Canada High School,La Canada,Los Angeles
051313,Crescenta Valley High School,La Crescenta,Los Angeles
051315,Acalanes High School,Lafayette,Contra Costa
051320,Laguna Beach High School,Laguna Beach,Orange
051324,Aliso Niguel High School,Aliso Viejo,Orange
051325,La Habra High School,La Habra,Orange
051327,Sonora High School,La Habra,Orange
051328,La Quinta High School,La Quinta,Riverside
051330,The Bishop's School,La Jolla,San Diego
051333,La Jolla Country Day School,La Jolla,San Diego
051335,La Jolla High,La Jolla,San Diego
051340,Rim of the World High School,Lake Arrowhead,San Bernardino
051345,Clear Lake High School,Lakeport,Lake
051346,El Capitan High School,Lakeside,San Diego
051347,Lakewood High School,Lakewood,Los Angeles
051348,Mayfair High School,Lakewood,Los Angeles
051349,Saint Joseph High School,Lakewood,Los Angeles
051350,Helix High School,La Mesa,San Diego
051352,La Mirada High School,La Mirada,Los Angeles
051355,Antelope Valley High School,Lancaster,Los Angeles
051356,Paraclete High School,Lancaster,Los Angeles
051357,Nogales High School,La Puente,Los Angeles
051359,La Puente High School,La Puente,Los Angeles
051360,Los Altos High School,Hacienda Heights,Los Angeles
051361,Redwood High School,Larkspur,Marin
051362,Bishop Amat Memorial High School,La Puente,Los Angeles
051369,Laguna Hills High School,Laguna Hills,Orange
051370,Bonita High School,La Verne,Los Angeles
051375,Leuzinger High School,Lawndale,Los Angeles
051377,Lawndale High School,Lawndale,Los Angeles
051395,Le Grand Union High School,Le Grand,Merced
051396,Tamiscal High School,Larkspur,Marin
051400,Lemoore Union High School,Lemoore,Kings
051402,Temescal Canyon High School,Lake Elsinore,Riverside
051405,Lincoln High School,Lincoln,Placer
051410,Linden High School,Linden,San Joaquin
051412,Lancaster High School,Lancaster,Los Angeles
051415,Lindsay High School,Lindsay,Tulare
051418,Littlerock High School,Littlerock,Los Angeles
051420,Live Oak High School,Live Oak,Sutter
051423,Granada High School,Livermore,Alameda
051425,Livermore High School,Livermore,Alameda
051430,Livingston High School,Livingston,Merced
051431,Lawndale High School,Lawndale,Los Angeles
051440,Tokay High School,Lodi,San Joaquin
051441,Lodi High School,Lodi,San Joaquin
051445,Loma Linda Academy,Loma Linda,San Bernardino
051450,Cabrillo High School,Lompoc,Santa Barbara
051455,Lompoc High School,Lompoc,Santa Barbara
051465,Jordan High School,Long Beach,Los Angeles
051472,Environmental Charter Hs Lawndale,Lawndale,Los Angeles
051476,Robert A Millikan High School,Long Beach,Los Angeles
051479,Preuss School Ucsd,La Jolla,San Diego
051480,Long Beach Polytechnic Hs,Long Beach,Los Angeles
051498,Lennox Math Science Tech Acad,Inglewood,Los Angeles
051500,Saint Anthony High School,Long Beach,Los Angeles
051504,Juan Rodriguez Cabrillo Hs,Long Beach,Los Angeles
051505,Woodrow Wilson High School,Long Beach,Los Angeles
051507,Del Oro High School,Loomis,Placer
051508,Los Alamitos High School,Los Alamitos,Orange
051510,Los Altos High School,Los Altos,Santa Clara
051512,Pinewood School,Los Altos Hills,Santa Clara
051514,The Kings Academy,Sunnyvale,Santa Clara
051518,Opportunities Lrn-Baldwin Park,Irwindale,Los Angeles
051520,Abraham Lincoln High School,Los Angeles,Los Angeles
051523,Locke Senior High School,Los Angeles,Los Angeles
051525,Alexander Hamilton High School,Los Angeles,Los Angeles
051526,High Tech High La,Van Nuys,Los Angeles
051536,Lemoore Middle College High Sc,Lemoore,Kings
051538,Ghidotti Early College High School,Grass Valley,Nevada
051540,Belmont High School,Los Angeles,Los Angeles
051547,Pacific Hills School,West Hollywood,Los Angeles
051548,Puc Cals Middle and Early Coll,Los Angeles,Los Angeles
051550,Benjamin Franklin High School,Los Angeles,Los Angeles
051552,Bishop Conaty Our Lady Loretto,Los Angeles,Los Angeles
