entry,campus,cohort,group_type,subgroup,band,band_lo,band_hi,c_first,c_second,c_third,r_first_pct,r_second_pct,r_third_pct
TR,Los Angeles,2018,first_gen_status,not_first_gen,3,3.7,4.0,955,224,19,76,18,2
TR,Los Angeles,2018,pell_status,non_pell,1,0.32,3.34,35,11,3,63,20,5
TR,Los Angeles,2018,pell_status,non_pell,2,3.34,3.7,308,44,10,79,11,3
TR,Los Angeles,2018,pell_status,non_pell,3,3.7,4.0,1097,224,22,78,16,2
TR,Los Angeles,2018,pell_status,pell,1,0.32,3.34,82,24,4,69,20,3
TR,Los Angeles,2018,pell_status,pell,2,3.34,3.7,338,122,11,66,24,2
TR,Los Angeles,2018,pell_status,pell,3,3.7,4.0,653,205,18,69,22,2
TR,Los Angeles,2019,ethnicity,aian,1,0.32,3.38,2,0,0,100,0,0
TR,Los Angeles,2019,ethnicity,aian,2,3.38,3.73,2,0,0,50,0,0
TR,Los Angeles,2019,ethnicity,aian,3,3.73,4.0,6,2,0,75,25,0
TR,Los Angeles,2019,ethnicity,asian,1,0.32,3.38,6,5,1,46,38,8
TR,Los Angeles,2019,ethnicity,asian,2,3.38,3.73,117,32,5,73,20,3
TR,Los Angeles,2019,ethnicity,asian,3,3.73,4.0,430,110,7,75,19,1
TR,Los Angeles,2019,ethnicity,black,1,0.32,3.38,18,3,4,64,11,14
TR,Los Angeles,2019,ethnicity,black,2,3.38,3.73,64,10,1,80,13,1
TR,Los Angeles,2019,ethnicity,black,3,3.73,4.0,48,7,1,76,11,2
TR,Los Angeles,2019,ethnicity,hispanic_latino,1,0.32,3.38,30,16,4,55,29,7
TR,Los Angeles,2019,ethnicity,hispanic_latino,2,3.38,3.73,190,44,8,71,16,3
TR,Los Angeles,2019,ethnicity,hispanic_latino,3,3.73,4.0,300,53,3,78,14,1
TR,Los Angeles,2019,ethnicity,international,1,0.32,3.38,2,1,0,67,33,0
TR,Los Angeles,2019,ethnicity,international,2,3.38,3.73,36,6,0,72,12,0
TR,Los Angeles,2019,ethnicity,international,3,3.73,4.0,335,59,11,78,14,3
TR,Los Angeles,2019,ethnicity,white,1,0.32,3.38,8,6,1,50,38,6
TR,Los Angeles,2019,ethnicity,white,2,3.38,3.73,173,36,6,74,15,3
TR,Los Angeles,2019,ethnicity,white,3,3.73,4.0,636,110,9,81,14,1
TR,Los Angeles,2019,first_gen_status,first_gen,1,0.32,3.38,48,17,8,60,21,10
TR,Los Angeles,2019,first_gen_status,first_gen,2,3.38,3.73,331,64,11,75,14,2
TR,Los Angeles,2019,first_gen_status,first_gen,3,3.73,4.0,744,136,13,78,14,1
TR,Los Angeles,2019,first_gen_status,not_first_gen,1,0.32,3.38,16,13,2,46,37,6
TR,Los Angeles,2019,first_gen_status,not_first_gen,2,3.38,3.73,241,65,8,70,19,2
TR,Los Angeles,2019,first_gen_status,not_first_gen,3,3.73,4.0,984,219,19,77,17,1
TR,Los Angeles,2019,pell_status,non_pell,1,0.32,3.38,21,10,0,60,29,0
TR,Los Angeles,2019,pell_status,non_pell,2,3.38,3.73,268,59,8,75,17,2
TR,Los Angeles,2019,pell_status,non_pell,3,3.73,4.0,1098,215,18,78,15,1
TR,Los Angeles,2019,pell_status,pell,1,0.32,3.38,49,22,12,54,24,13
TR,Los Angeles,2019,pell_status,pell,2,3.38,3.73,333,74,13,71,16,3
TR,Los Angeles,2019,pell_status,pell,3,3.73,4.0,708,145,14,76,16,2
TR,Los Angeles,2020,ethnicity,aian,1,1.25,3.39,4,1,0,80,20,0
TR,Los Angeles,2020,ethnicity,aian,2,3.39,3.74,1,3,0,17,50,0
TR,Los Angeles,2020,ethnicity,aian,3,3.74,4.0,9,5,0,64,36,0
TR,Los Angeles,2020,ethnicity,asian,1,1.25,3.39,20,3,2,69,10,7
TR,Los Angeles,2020,ethnicity,asian,2,3.39,3.74,171,56,6,68,22,2
TR,Los Angeles,2020,ethnicity,asian,3,3.74,4.0,496,145,9,73,21,1
TR,Los Angeles,2020,ethnicity,black,1,1.25,3.39,12,9,2,41,31,7
TR,Los Angeles,2020,ethnicity,black,2,3.39,3.74,64,18,1,66,19,1
TR,Los Angeles,2020,ethnicity,black,3,3.74,4.0,62,10,3,79,13,4
TR,Los Angeles,2020,ethnicity,hispanic_latino,1,1.25,3.39,58,21,0,62,22,0
TR,Los Angeles,2020,ethnicity,hispanic_latino,2,3.39,3.74,225,49,5,71,16,2
TR,Los Angeles,2020,ethnicity,hispanic_latino,3,3.74,4.0,331,57,7,78,13,2
TR,Los Angeles,2020,ethnicity,international,1,1.25,3.39,4,3,1,50,38,13
TR,Los Angeles,2020,ethnicity,international,2,3.39,3.74,57,23,3,63,26,3
TR,Los Angeles,2020,ethnicity,international,3,3.74,4.0,358,70,13,74,15,3
TR,Los Angeles,2020,ethnicity,white,1,1.25,3.39,32,4,2,78,10,5
TR,Los Angeles,2020,ethnicity,white,2,3.39,3.74,215,31,8,78,11,3
TR,Los Angeles,2020,ethnicity,white,3,3.74,4.0,597,107,14,80,14,2
TR,Los Angeles,2020,first_gen_status,first_gen,1,1.25,3.39,72,28,5,58,22,4
TR,Los Angeles,2020,first_gen_status,first_gen,2,3.39,3.74,397,88,13,71,16,2
TR,Los Angeles,2020,first_gen_status,first_gen,3,3.74,4.0,746,147,18,78,15,2
TR,Los Angeles,2020,first_gen_status,not_first_gen,1,1.25,3.39,55,13,2,71,17,3
TR,Los Angeles,2020,first_gen_status,not_first_gen,2,3.39,3.74,340,90,11,71,19,2
TR,Los Angeles,2020,first_gen_status,not_first_gen,3,3.74,4.0,1130,251,27,76,17,2
TR,Los Angeles,2020,pell_status,non_pell,1,1.25,3.39,43,14,3,61,20,4
TR,Los Angeles,2020,pell_status,non_pell,2,3.39,3.74,392,80,11,74,15,2
TR,Los Angeles,2020,pell_status,non_pell,3,3.74,4.0,1194,239,34,77,15,2
TR,Los Angeles,2020,pell_status,pell,1,1.25,3.39,89,27,4,65,20,3
TR,Los Angeles,2020,pell_status,pell,2,3.39,3.74,367,106,13,68,20,2
TR,Los Angeles,2020,pell_status,pell,3,3.74,4.0,722,170,14,76,18,1
TR,Los Angeles,2021,ethnicity,aian,1,1.0,3.5,1,1,0,50,50,0
TR,Los Angeles,2021,ethnicity,aian,2,3.5,3.82,5,1,1,56,11,11
TR,Los Angeles,2021,ethnicity,aian,3,3.82,4.0,10,1,0,83,8,0
TR,Los Angeles,2021,ethnicity,asian,1,1.0,3.5,8,0,0,62,0,0
TR,Los Angeles,2021,ethnicity,asian,2,3.5,3.82,135,45,3,69,23,2
TR,Los Angeles,2021,ethnicity,asian,3,3.82,4.0,524,101,12,77,15,2
TR,Los Angeles,2021,ethnicity,black,1,1.0,3.5,20,4,1,67,13,3
TR,Los Angeles,2021,ethnicity,black,2,3.5,3.82,60,16,3,69,18,3
TR,Los Angeles,2021,ethnicity,black,3,3.82,4.0,53,22,1,65,27,1
TR,Los Angeles,2021,ethnicity,hispanic_latino,1,1.0,3.5,40,10,3,63,16,5
TR,Los Angeles,2021,ethnicity,hispanic_latino,2,3.5,3.82,244,58,7,72,17,2
TR,Los Angeles,2021,ethnicity,hispanic_latino,3,3.82,4.0,338,49,10,80,12,2
TR,Los Angeles,2021,ethnicity,international,1,1.0,3.5,2,1,1,40,20,20
TR,Los Angeles,2021,ethnicity,international,2,3.5,3.82,39,8,0,71,15,0
TR,Los Angeles,2021,ethnicity,international,3,3.82,4.0,306,53,12,77,13,3
TR,Los Angeles,2021,ethnicity,white,1,1.0,3.5,23,4,0,85,15,0
TR,Los Angeles,2021,ethnicity,white,2,3.5,3.82,165,26,3,81,13,1
TR,Los Angeles,2021,ethnicity,white,3,3.82,4.0,609,97,9,82,13,1
TR,Los Angeles,2021,first_gen_status,first_gen,1,1.0,3.5,56,15,4,65,17,5
TR,Los Angeles,2021,first_gen_status,first_gen,2,3.5,3.82,345,84,8,71,17,2
TR,Los Angeles,2021,first_gen_status,first_gen,3,3.82,4.0,705,123,21,79,14,2
TR,Los Angeles,2021,first_gen_status,not_first_gen,1,1.0,3.5,38,5,1,70,9,2
TR,Los Angeles,2021,first_gen_status,not_first_gen,2,3.5,3.82,294,72,8,74,18,2
TR,Los Angeles,2021,first_gen_status,not_first_gen,3,3.82,4.0,1112,198,24,79,14,2
TR,Los Angeles,2021,pell_status,non_pell,1,1.0,3.5,39,8,1,68,14,2
TR,Los Angeles,2021,pell_status,non_pell,2,3.5,3.82,318,70,6,75,17,1
TR,Los Angeles,2021,pell_status,non_pell,3,3.82,4.0,1194,187,29,80,13,2
TR,Los Angeles,2021,pell_status,pell,1,1.0,3.5,56,12,4,66,14,5
TR,Los Angeles,2021,pell_status,pell,2,3.5,3.82,337,90,11,70,19,2
TR,Los Angeles,2021,pell_status,pell,3,3.82,4.0,700,140,18,77,15,2
TR,Merced,2010,ethnicity,aian,1,0.33,3.25,0,1,0,0,100,0
TR,Merced,2010,ethnicity,aian,2,3.25,3.63,1,0,0,100,0,0
TR,Merced,2010,ethnicity,asian,1,0.33,3.25,10,18,2,29,51,6
TR,Merced,2010,ethnicity,asian,2,3.25,3.63,3,0,0,75,0,0
TR,Merced,2010,ethnicity,asian,3,3.63,4.0,1,0,0,50,0,0
TR,Merced,2010,ethnicity,black,1,0.33,3.25,3,2,2,38,25,25
TR,Merced,2010,ethnicity,black,2,3.25,3.63,0,1,1,0,50,50
TR,Merced,2010,ethnicity,black,3,3.63,4.0,2,1,1,50,25,25
TR,Merced,2010,ethnicity,hispanic_latino,1,0.33,3.25,6,16,6,14,37,14
TR,Merced,2010,ethnicity,hispanic_latino,2,3.25,3.63,4,2,0,50,25,0
TR,Merced,2010,ethnicity,hispanic_latino,3,3.63,4.0,2,3,0,33,50,0
TR,Merced,2010,ethnicity,international,1,0.33,3.25,0,1,0,0,100,0
TR,Merced,2010,ethnicity,international,2,3.63,4.0,1,0,0,100,0,0
TR,Merced,2010,ethnicity,white,1,0.33,3.25,12,15,5,30,38,13
TR,Merced,2010,ethnicity,white,2,3.25,3.63,8,4,2,50,25,13
TR,Merced,2010,ethnicity,white,3,3.63,4.0,2,8,1,12,47,6
TR,Merced,2010,first_gen_status,first_gen,1,0.33,3.25,18,29,5,25,40,7
TR,Merced,2010,first_gen_status,first_gen,2,3.25,3.63,9,4,0,60,27,0
TR,Merced,2010,first_gen_status,first_gen,3,3.63,4.0,6,8,0,32,42,0
TR,Merced,2010,first_gen_status,not_first_gen,1,0.33,3.25,15,25,8,28,46,15
TR,Merced,2010,first_gen_status,not_first_gen,2,3.25,3.63,5,3,3,33,20,20
TR,Merced,2010,first_gen_status,not_first_gen,3,3.63,4.0,1,2,2,13,25,25
TR,Merced,2010,pell_status,non_pell,1,0.33,3.25,14,17,4,32,39,9
TR,Merced,2010,pell_status,non_pell,2,3.25,3.63,5,1,1,56,11,11
TR,Merced,2010,pell_status,non_pell,3,3.63,4.0,1,3,1,14,43,14
TR,Merced,2010,pell_status,pell,1,0.33,3.25,21,41,11,22,43,11
TR,Merced,2010,pell_status,pell,2,3.25,3.63,11,7,2,46,29,8
TR,Merced,2010,pell_status,pell,3,3.63,4.0,7,10,1,29,42,4
TR,Merced,2011,ethnicity,aian,1,0.31,3.27,0,1,0,0,100,0
TR,Merced,2011,ethnicity,aian,2,3.27,3.63,0,1,0,0,100,0
TR,Merced,2011,ethnicity,asian,1,0.31,3.27,14,8,3,40,23,9
TR,Merced,2011,ethnicity,asian,2,3.27,3.63,3,1,0,60,20,0
TR,Merced,2011,ethnicity,asian,3,3.63,4.0,0,2,0,0,100,0
TR,Merced,2011,ethnicity,black,1,0.31,3.27,6,2,3,46,15,23
TR,Merced,2011,ethnicity,black,2,3.27,3.63,0,0,1,0,0,50
TR,Merced,2011,ethnicity,hispanic_latino,1,0.31,3.27,18,16,0,38,34,0
TR,Merced,2011,ethnicity,hispanic_latino,2,3.27,3.63,1,1,0,25,25,0
TR,Merced,2011,ethnicity,hispanic_latino,3,3.63,4.0,2,1,0,67,33,0
TR,Merced,2011,ethnicity,international,1,0.31,3.27,2,1,0,67,33,0
TR,Merced,2011,ethnicity,international,2,3.63,4.0,0,1,0,0,100,0
TR,Merced,2011,ethnicity,white,1,0.31,3.27,9,11,0,32,39,0
TR,Merced,2011,ethnicity,white,2,3.27,3.63,7,3,1,58,25,8
TR,Merced,2011,ethnicity,white,3,3.63,4.0,7,2,0,70,20,0
TR,Merced,2011,first_gen_status,first_gen,1,0.31,3.27,32,18,3,41,23,4
TR,Merced,2011,first_gen_status,first_gen,2,3.27,3.63,6,5,1,38,31,6
TR,Merced,2011,first_gen_status,first_gen,3,3.63,4.0,4,4,0,44,44,0
TR,Merced,2011,first_gen_status,not_first_gen,1,0.31,3.27,16,19,3,36,42,7
TR,Merced,2011,first_gen_status,not_first_gen,2,3.27,3.63,4,1,0,67,17,0
TR,Merced,2011,first_gen_status,not_first_gen,3,3.63,4.0,4,2,1,57,29,14
TR,Merced,2011,pell_status,non_pell,1,0.31,3.27,18,8,0,60,27,0
TR,Merced,2011,pell_status,non_pell,2,3.27,3.63,2,1,0,50,25,0
TR,Merced,2011,pell_status,non_pell,3,3.63,4.0,1,0,0,100,0,0
TR,Merced,2011,pell_status,pell,1,0.31,3.27,33,32,6,33,32,6
TR,Merced,2011,pell_status,pell,2,3.27,3.63,9,5,2,45,25,10
TR,Merced,2011,pell_status,pell,3,3.63,4.0,8,6,1,50,38,6
TR,Merced,2012,ethnicity,aian,1,0.3,3.3,0,2,1,0,67,33
TR,Merced,2012,ethnicity,aian,2,3.3,3.65,1,0,0,100,0,0
TR,Merced,2012,ethnicity,asian,1,0.3,3.3,8,10,2,33,42,8
TR,Merced,2012,ethnicity,asian,2,3.3,3.65,0,0,1,0,0,100
TR,Merced,2012,ethnicity,asian,3,3.65,4.0,0,3,0,0,100,0
TR,Merced,2012,ethnicity,black,1,0.3,3.3,4,2,1,50,25,13
TR,Merced,2012,ethnicity,black,2,3.3,3.65,1,0,0,100,0,0
TR,Merced,2012,ethnicity,hispanic_latino,1,0.3,3.3,13,10,2,45,34,7
TR,Merced,2012,ethnicity,hispanic_latino,2,3.3,3.65,5,3,1,56,33,11
TR,Merced,2012,ethnicity,hispanic_latino,3,3.65,4.0,2,2,0,50,50,0
TR,Merced,2012,ethnicity,international,1,0.3,3.3,0,1,0,0,100,0
TR,Merced,2012,ethnicity,international,2,3.3,3.65,0,2,0,0,100,0
TR,Merced,2012,ethnicity,white,1,0.3,3.3,6,5,2,29,24,10
TR,Merced,2012,ethnicity,white,2,3.3,3.65,4,3,2,44,33,22
TR,Merced,2012,ethnicity,white,3,3.65,4.0,5,3,0,56,33,0
TR,Merced,2012,first_gen_status,first_gen,1,0.3,3.3,20,22,4,36,40,7
TR,Merced,2012,first_gen_status,first_gen,2,3.3,3.65,9,8,3,43,38,14
TR,Merced,2012,first_gen_status,first_gen,3,3.65,4.0,4,8,0,33,67,0
TR,Merced,2012,first_gen_status,not_first_gen,1,0.3,3.3,12,7,4,40,23,13
TR,Merced,2012,first_gen_status,not_first_gen,2,3.3,3.65,2,0,1,67,0,33
TR,Merced,2012,first_gen_status,not_first_gen,3,3.65,4.0,3,0,0,75,0,0
TR,Merced,2012,pell_status,non_pell,1,0.3,3.3,9,7,2,36,28,8
TR,Merced,2012,pell_status,non_pell,2,3.3,3.65,2,2,0,50,50,0
TR,Merced,2012,pell_status,non_pell,3,3.65,4.0,2,1,0,67,33,0
TR,Merced,2012,pell_status,pell,1,0.3,3.3,24,23,6,38,37,10
TR,Merced,2012,pell_status,pell,2,3.3,3.65,9,6,5,43,29,24
TR,Merced,2012,pell_status,pell,3,3.65,4.0,5,7,0,38,54,0
TR,Merced,2013,ethnicity,asian,1,0.32,3.31,7,7,0,44,44,0
TR,Merced,2013,ethnicity,asian,2,3.31,3.66,1,0,0,100,0,0
TR,Merced,2013,ethnicity,asian,3,3.66,4.0,0,1,0,0,100,0
TR,Merced,2013,ethnicity,black,1,0.32,3.31,4,1,0,80,20,0
TR,Merced,2013,ethnicity,hispanic_latino,1,0.32,3.31,10,10,2,38,38,8
TR,Merced,2013,ethnicity,hispanic_latino,2,3.31,3.66,1,1,2,20,20,40
TR,Merced,2013,ethnicity,hispanic_latino,3,3.66,4.0,3,0,0,75,0,0
TR,Merced,2013,ethnicity,international,1,0.32,3.31,3,2,0,50,33,0
TR,Merced,2013,ethnicity,international,2,3.31,3.66,1,0,0,50,0,0
TR,Merced,2013,ethnicity,white,1,0.32,3.31,3,8,1,23,62,8
TR,Merced,2013,ethnicity,white,2,3.31,3.66,2,7,0,20,70,0
TR,Merced,2013,ethnicity,white,3,3.66,4.0,4,5,1,40,50,10
TR,Merced,2013,first_gen_status,first_gen,1,0.32,3.31,15,22,2,34,50,5
TR,Merced,2013,first_gen_status,first_gen,2,3.31,3.66,2,5,1,18,45,9
TR,Merced,2013,first_gen_status,first_gen,3,3.66,4.0,4,1,0,80,20,0
TR,Merced,2013,first_gen_status,not_first_gen,1,0.32,3.31,12,6,1,55,27,5
TR,Merced,2013,first_gen_status,not_first_gen,2,3.31,3.66,2,2,1,40,40,20
TR,Merced,2013,first_gen_status,not_first_gen,3,3.66,4.0,4,5,1,36,45,9
TR,Merced,2013,pell_status,non_pell,1,0.32,3.31,9,3,0,60,20,0
TR,Merced,2013,pell_status,non_pell,2,3.31,3.66,2,0,0,50,0,0
TR,Merced,2013,pell_status,non_pell,3,3.66,4.0,1,1,1,33,33,33
TR,Merced,2013,pell_status,pell,1,0.32,3.31,19,25,3,37,48,6
TR,Merced,2013,pell_status,pell,2,3.31,3.66,3,8,2,21,57,14
TR,Merced,2013,pell_status,pell,3,3.66,4.0,7,5,0,54,38,0
TR,Merced,2014,ethnicity,aian,1,3.34,3.68,0,1,0,0,100,0
TR,Merced,2014,ethnicity,aian,2,3.68,4.0,1,0,0,100,0,0
TR,Merced,2014,ethnicity,asian,1,0.82,3.34,8,3,2,57,21,14
TR,Merced,2014,ethnicity,asian,2,3.34,3.68,0,2,0,0,100,0
TR,Merced,2014,ethnicity,asian,3,3.68,4.0,1,0,0,100,0,0
TR,Merced,2014,ethnicity,black,1,0.82,3.34,2,3,0,29,43,0
TR,Merced,2014,ethnicity,black,2,3.34,3.68,0,1,0,0,100,0
TR,Merced,2014,ethnicity,hispanic_latino,1,0.82,3.34,14,16,2,41,47,6
TR,Merced,2014,ethnicity,hispanic_latino,2,3.34,3.68,2,1,0,50,25,0
TR,Merced,2014,ethnicity,hispanic_latino,3,3.68,4.0,1,1,0,33,33,0
TR,Merced,2014,ethnicity,international,1,0.82,3.34,1,2,0,33,67,0
TR,Merced,2014,ethnicity,international,2,3.68,4.0,0,1,0,0,100,0
TR,Merced,2014,ethnicity,white,1,0.82,3.34,8,7,0,40,35,0
TR,Merced,2014,ethnicity,white,2,3.34,3.68,4,1,0,80,20,0
TR,Merced,2014,ethnicity,white,3,3.68,4.0,1,6,0,13,75,0
TR,Merced,2014,first_gen_status,first_gen,1,0.82,3.34,21,23,4,39,43,7
TR,Merced,2014,first_gen_status,first_gen,2,3.34,3.68,5,4,0,50,40,0
TR,Merced,2014,first_gen_status,first_gen,3,3.68,4.0,2,6,0,22,67,0
TR,Merced,2014,first_gen_status,not_first_gen,1,0.82,3.34,9,9,0,39,39,0
TR,Merced,2014,first_gen_status,not_first_gen,2,3.34,3.68,1,1,0,50,50,0
TR,Merced,2014,first_gen_status,not_first_gen,3,3.68,4.0,1,2,0,25,50,0
TR,Merced,2014,pell_status,non_pell,1,0.82,3.34,10,5,1,56,28,6
TR,Merced,2014,pell_status,non_pell,2,3.34,3.68,3,2,0,60,40,0
TR,Merced,2014,pell_status,non_pell,3,3.68,4.0,2,4,0,33,67,0
TR,Merced,2014,pell_status,pell,1,0.82,3.34,23,27,3,37,44,5
TR,Merced,2014,pell_status,pell,2,3.34,3.68,3,4,0,38,50,0
TR,Merced,2014,pell_status,pell,3,3.68,4.0,2,4,0,25,50,0
TR,Merced,2015,ethnicity,aian,1,3.34,3.68,1,0,0,100,0,0
TR,Merced,2015,ethnicity,asian,1,1.4,3.34,6,6,1,46,46,8
TR,Merced,2015,ethnicity,asian,2,3.34,3.68,1,1,0,50,50,0
TR,Merced,2015,ethnicity,asian,3,3.68,4.0,0,1,0,0,100,0
TR,Merced,2015,ethnicity,black,1,1.4,3.34,0,1,0,0,25,0
TR,Merced,2015,ethnicity,hispanic_latino,1,1.4,3.34,21,6,2,62,18,6
TR,Merced,2015,ethnicity,hispanic_latino,2,3.34,3.68,1,0,0,50,0,0
TR,Merced,2015,ethnicity,hispanic_latino,3,3.68,4.0,1,0,1,50,0,50
TR,Merced,2015,ethnicity,international,1,1.4,3.34,2,1,2,40,20,40
TR,Merced,2015,ethnicity,international,2,3.34,3.68,1,0,0,100,0,0
TR,Merced,2015,ethnicity,international,3,3.68,4.0,2,0,0,100,0,0
TR,Merced,2015,ethnicity,white,1,1.4,3.34,5,9,0,33,60,0
TR,Merced,2015,ethnicity,white,2,3.34,3.68,4,2,0,67,33,0
TR,Merced,2015,ethnicity,white,3,3.68,4.0,3,2,0,60,40,0
TR,Merced,2015,first_gen_status,first_gen,1,1.4,3.34,27,12,3,56,25,6
TR,Merced,2015,first_gen_status,first_gen,2,3.34,3.68,4,1,0,67,17,0
TR,Merced,2015,first_gen_status,first_gen,3,3.68,4.0,5,1,1,71,14,14
TR,Merced,2015,first_gen_status,not_first_gen,1,1.4,3.34,8,11,1,35,48,4
TR,Merced,2015,first_gen_status,not_first_gen,2,3.34,3.68,3,2,0,60,40,0
TR,Merced,2015,first_gen_status,not_first_gen,3,3.68,4.0,1,2,0,33,67,0
TR,Merced,2015,pell_status,non_pell,1,1.4,3.34,10,10,1,43,43,4
TR,Merced,2015,pell_status,non_pell,2,3.34,3.68,1,1,0,50,50,0
TR,Merced,2015,pell_status,non_pell,3,3.68,4.0,3,0,0,100,0,0
TR,Merced,2015,pell_status,pell,1,1.4,3.34,25,14,4,50,28,8
TR,Merced,2015,pell_status,pell,2,3.34,3.68,7,2,0,70,20,0
TR,Merced,2015,pell_status,pell,3,3.68,4.0,3,3,1,43,43,14
TR,Merced,2016,ethnicity,asian,1,0.36,3.33,13,7,2,48,26,7
TR,Merced,2016,ethnicity,asian,2,3.33,3.68,0,2,0,0,100,0
TR,Merced,2016,ethnicity,asian,3,3.68,4.0,0,1,0,0,50,0
TR,Merced,2016,ethnicity,black,1,0.36,3.33,6,2,0,75,25,0
TR,Merced,2016,ethnicity,hispanic_latino,1,0.36,3.33,24,23,3,40,38,5
TR,Merced,2016,ethnicity,hispanic_latino,2,3.33,3.68,9,3,1,69,23,8
TR,Merced,2016,ethnicity,hispanic_latino,3,3.68,4.0,2,0,0,67,0,0
TR,Merced,2016,ethnicity,international,1,0.36,3.33,6,5,0,55,45,0
TR,Merced,2016,ethnicity,international,2,3.33,3.68,2,0,0,100,0,0
TR,Merced,2016,ethnicity,international,3,3.68,4.0,0,1,0,0,100,0
TR,Merced,2016,ethnicity,white,1,0.36,3.33,17,14,3,47,39,8
TR,Merced,2016,ethnicity,white,2,3.33,3.68,1,3,0,25,75,0
TR,Merced,2016,ethnicity,white,3,3.68,4.0,2,0,0,100,0,0
TR,Merced,2016,first_gen_status,first_gen,1,0.36,3.33,44,35,5,45,36,5
TR,Merced,2016,first_gen_status,first_gen,2,3.33,3.68,9,5,1,56,31,6
TR,Merced,2016,first_gen_status,first_gen,3,3.68,4.0,3,1,0,60,20,0
TR,Merced,2016,first_gen_status,not_first_gen,1,0.36,3.33,17,14,3,46,38,8
TR,Merced,2016,first_gen_status,not_first_gen,2,3.33,3.68,2,3,0,40,60,0
TR,Merced,2016,first_gen_status,not_first_gen,3,3.68,4.0,1,1,0,25,25,0
TR,Merced,2016,pell_status,non_pell,1,0.36,3.33,21,11,1,58,31,3
TR,Merced,2016,pell_status,non_pell,2,3.33,3.68,4,4,0,44,44,0
TR,Merced,2016,pell_status,non_pell,3,3.68,4.0,2,2,0,50,50,0
TR,Merced,2016,pell_status,pell,1,0.36,3.33,45,40,7,42,38,7
TR,Merced,2016,pell_status,pell,2,3.33,3.68,8,4,1,62,31,8
TR,Merced,2016,pell_status,pell,3,3.68,4.0,2,0,0,40,0,0
TR,Merced,2017,ethnicity,aian,1,0.3,3.33,0,1,0,0,100,0
TR,Merced,2017,ethnicity,asian,1,0.3,3.33,12,6,1,57,29,5
TR,Merced,2017,ethnicity,asian,2,3.33,3.69,1,1,0,33,33,0
TR,Merced,2017,ethnicity,asian,3,3.69,4.0,1,3,0,25,75,0
TR,Merced,2017,ethnicity,black,1,0.3,3.33,5,2,1,63,25,13
TR,Merced,2017,ethnicity,black,2,3.33,3.69,1,0,0,100,0,0
TR,Merced,2017,ethnicity,hispanic_latino,1,0.3,3.33,28,15,2,56,30,4
TR,Merced,2017,ethnicity,hispanic_latino,2,3.33,3.69,5,2,0,56,22,0
TR,Merced,2017,ethnicity,hispanic_latino,3,3.69,4.0,5,1,0,71,14,0
TR,Merced,2017,ethnicity,international,1,0.3,3.33,3,3,1,33,33,11
TR,Merced,2017,ethnicity,international,2,3.33,3.69,1,1,0,50,50,0
TR,Merced,2017,ethnicity,international,3,3.69,4.0,0,1,0,0,100,0
TR,Merced,2017,ethnicity,white,1,0.3,3.33,7,9,0,35,45,0
TR,Merced,2017,ethnicity,white,2,3.33,3.69,3,5,0,38,63,0
TR,Merced,2017,ethnicity,white,3,3.69,4.0,4,2,1,57,29,14
TR,Merced,2017,first_gen_status,first_gen,1,0.3,3.33,44,19,4,58,25,5
TR,Merced,2017,first_gen_status,first_gen,2,3.33,3.69,7,4,0,54,31,0
TR,Merced,2017,first_gen_status,first_gen,3,3.69,4.0,8,3,0,73,27,0
TR,Merced,2017,first_gen_status,not_first_gen,1,0.3,3.33,11,15,0,38,52,0
TR,Merced,2017,first_gen_status,not_first_gen,2,3.33,3.69,2,5,0,25,63,0
TR,Merced,2017,first_gen_status,not_first_gen,3,3.69,4.0,2,3,1,33,50,17
TR,Merced,2017,pell_status,non_pell,1,0.3,3.33,19,10,0,59,31,0
TR,Merced,2017,pell_status,non_pell,2,3.33,3.69,3,4,0,38,50,0
TR,Merced,2017,pell_status,non_pell,3,3.69,4.0,5,2,0,71,29,0
TR,Merced,2017,pell_status,pell,1,0.3,3.33,38,26,5,48,33,6
TR,Merced,2017,pell_status,pell,2,3.33,3.69,8,6,0,50,38,0
TR,Merced,2017,pell_status,pell,3,3.69,4.0,5,5,1,42,42,8
TR,Merced,2018,ethnicity,aian,1,0.32,3.34,1,0,0,50,0,0
TR,Merced,2018,ethnicity,asian,1,0.32,3.34,10,11,3,40,44,12
TR,Merced,2018,ethnicity,asian,2,3.34,3.7,0,1,1,0,33,33
TR,Merced,2018,ethnicity,asian,3,3.7,4.0,0,0,0,0,0,0
TR,Merced,2018,ethnicity,black,1,0.32,3.34,3,5,0,30,50,0
TR,Merced,2018,ethnicity,black,2,3.7,4.0,0,1,0,0,100,0
TR,Merced,2018,ethnicity,hispanic_latino,1,0.32,3.34,29,27,2,40,38,3
TR,Merced,2018,ethnicity,hispanic_latino,2,3.34,3.7,6,3,0,55,27,0
TR,Merced,2018,ethnicity,hispanic_latino,3,3.7,4.0,1,3,0,20,60,0
TR,Merced,2018,ethnicity,international,1,0.32,3.34,1,9,0,10,90,0
TR,Merced,2018,ethnicity,international,2,3.34,3.7,0,1,0,0,100,0
TR,Merced,2018,ethnicity,international,3,3.7,4.0,3,1,1,60,20,20
TR,Merced,2018,ethnicity,white,1,0.32,3.34,7,4,0,41,24,0
TR,Merced,2018,ethnicity,white,2,3.34,3.7,5,4,0,50,40,0
TR,Merced,2018,ethnicity,white,3,3.7,4.0,10,2,0,77,15,0
