level,dimension,subgroup,cohort,measure,rate_pct,numer,denom
FR,eop,EOP Eligible,2010,grad6,88.67,1236,1394
FR,eop,EOP Eligible,2011,grad6,89.25,1403,1572
FR,eop,EOP Eligible,2012,grad6,86.81,1330,1532
FR,eop,EOP Eligible,2013,grad6,89.15,1512,1696
FR,eop,EOP Eligible,2014,grad6,88.74,1884,2123
FR,eop,EOP Eligible,2015,grad6,88.53,1667,1883
FR,eop,EOP Eligible,2016,grad6,89.5,1765,1972
FR,eop,EOP Eligible,2017,grad6,89.44,1872,2093
FR,eop,EOP Eligible,2018,grad6,88.49,1875,2119
FR,eop,EOP Eligible,2019,grad6,89.73,1966,2191
FR,eop,Not EOP Eligible,2010,grad6,93.02,2531,2721
FR,eop,Not EOP Eligible,2011,grad6,91.74,2643,2881
FR,eop,Not EOP Eligible,2012,grad6,93.48,2481,2654
FR,eop,Not EOP Eligible,2013,grad6,94.33,2861,3033
FR,eop,Not EOP Eligible,2014,grad6,94.29,3172,3364
FR,eop,Not EOP Eligible,2015,grad6,94.62,3484,3682
FR,eop,Not EOP Eligible,2016,grad6,95.83,4112,4291
FR,eop,Not EOP Eligible,2017,grad6,94.45,4052,4290
FR,eop,Not EOP Eligible,2018,grad6,95.02,3704,3898
FR,eop,Not EOP Eligible,2019,grad6,95.65,4088,4274
FR,eop,One EOP Eligibility Marker,2010,grad6,90.88,648,713
FR,eop,One EOP Eligibility Marker,2011,grad6,92.34,796,862
FR,eop,One EOP Eligibility Marker,2012,grad6,90.13,648,719
FR,eop,One EOP Eligibility Marker,2013,grad6,91.8,772,841
FR,eop,One EOP Eligibility Marker,2014,grad6,90.23,942,1044
FR,eop,One EOP Eligibility Marker,2015,grad6,91.7,862,940
FR,eop,One EOP Eligibility Marker,2016,grad6,93.27,943,1011
FR,eop,One EOP Eligibility Marker,2017,grad6,92.63,980,1058
FR,eop,One EOP Eligibility Marker,2018,grad6,92.65,970,1047
FR,eop,One EOP Eligibility Marker,2019,grad6,93.56,1017,1087
FR,eop,Three EOP Eligibility Markers,2010,grad6,83.15,227,273
FR,eop,Three EOP Eligibility Markers,2011,grad6,79.82,182,228
FR,eop,Three EOP Eligibility Markers,2012,grad6,80.12,266,332
FR,eop,Three EOP Eligibility Markers,2013,grad6,78.7,266,338
FR,eop,Three EOP Eligibility Markers,2014,grad6,82.34,317,385
FR,eop,Three EOP Eligibility Markers,2015,grad6,80.87,279,345
FR,eop,Three EOP Eligibility Markers,2016,grad6,80.49,330,410
FR,eop,Three EOP Eligibility Markers,2017,grad6,81.03,329,406
FR,eop,Three EOP Eligibility Markers,2018,grad6,79.07,340,430
FR,eop,Three EOP Eligibility Markers,2019,grad6,83.99,383,456
FR,eop,Two EOP Eligibility Markers,2010,grad6,88.48,361,408
FR,eop,Two EOP Eligibility Markers,2011,grad6,88.17,425,482
FR,eop,Two EOP Eligibility Markers,2012,grad6,86.49,416,481
FR,eop,Two EOP Eligibility Markers,2013,grad6,91.68,474,517
FR,eop,Two EOP Eligibility Markers,2014,grad6,90.06,625,694
FR,eop,Two EOP Eligibility Markers,2015,grad6,87.96,526,598
FR,eop,Two EOP Eligibility Markers,2016,grad6,89.29,492,551
FR,eop,Two EOP Eligibility Markers,2017,grad6,89.51,563,629
FR,eop,Two EOP Eligibility Markers,2018,grad6,88.01,565,642
FR,eop,Two EOP Eligibility Markers,2019,grad6,87.35,566,648
FR,eth_detail,African American,2010,grad6,75.0,93,124
FR,eth_detail,African American,2011,grad6,82.31,107,130
FR,eth_detail,African American,2012,grad6,72.6,106,146
FR,eth_detail,African American,2013,grad6,78.2,104,133
FR,eth_detail,African American,2014,grad6,83.65,133,159
FR,eth_detail,African American,2015,grad6,79.75,126,158
FR,eth_detail,African American,2016,grad6,79.75,126,158
FR,eth_detail,African American,2017,grad6,84.41,157,186
FR,eth_detail,African American,2018,grad6,81.38,153,188
FR,eth_detail,African American,2019,grad6,81.46,145,178
FR,eth_detail,Asian Non-Underrepresented,2010,grad6,94.82,1594,1681
FR,eth_detail,Asian Non-Underrepresented,2011,grad6,93.35,1769,1895
FR,eth_detail,Asian Non-Underrepresented,2012,grad6,95.03,1721,1811
FR,eth_detail,Asian Non-Underrepresented,2013,grad6,96.85,1815,1874
FR,eth_detail,Asian Non-Underrepresented,2014,grad6,95.09,2132,2242
FR,eth_detail,Asian Non-Underrepresented,2015,grad6,95.35,2274,2385
FR,eth_detail,Asian Non-Underrepresented,2016,grad6,95.94,2527,2634
FR,eth_detail,Asian Non-Underrepresented,2017,grad6,95.77,2557,2670
FR,eth_detail,Asian Non-Underrepresented,2018,grad6,95.65,2399,2508
FR,eth_detail,Asian Non-Underrepresented,2019,grad6,96.51,2681,2778
FR,eth_detail,Asian Underrepresented,2016,grad6,83.33,5,6
FR,eth_detail,Asian Underrepresented,2017,grad6,88.89,8,9
FR,eth_detail,Asian Underrepresented,2018,grad6,83.33,5,6
FR,eth_detail,Asian Underrepresented,2019,grad6,66.67,8,12
FR,eth_detail,Chicano/Latino,2010,grad6,88.63,374,422
FR,eth_detail,Chicano/Latino,2011,grad6,87.84,419,477
FR,eth_detail,Chicano/Latino,2012,grad6,84.33,425,504
FR,eth_detail,Chicano/Latino,2013,grad6,84.44,456,540
FR,eth_detail,Chicano/Latino,2014,grad6,86.21,644,747
FR,eth_detail,Chicano/Latino,2015,grad6,85.73,595,694
FR,eth_detail,Chicano/Latino,2016,grad6,87.51,736,841
FR,eth_detail,Chicano/Latino,2017,grad6,87.39,762,872
FR,eth_detail,Chicano/Latino,2018,grad6,85.29,754,884
FR,eth_detail,Chicano/Latino,2019,grad6,88.21,860,975
FR,eth_detail,Chinese,2010,grad6,96.18,831,864
FR,eth_detail,Chinese,2011,grad6,94.8,894,943
FR,eth_detail,Chinese,2012,grad6,95.93,848,884
FR,eth_detail,Chinese,2013,grad6,97.64,870,891
FR,eth_detail,Chinese,2014,grad6,96.94,1045,1078
FR,eth_detail,Chinese,2015,grad6,96.12,1041,1083
FR,eth_detail,Chinese,2016,grad6,97.2,1181,1215
FR,eth_detail,Chinese,2017,grad6,97.22,1152,1185
FR,eth_detail,Chinese,2018,grad6,97.49,1048,1075
FR,eth_detail,Chinese,2019,grad6,97.05,1086,1119
FR,eth_detail,Filipino,2010,grad6,93.26,83,89
FR,eth_detail,Filipino,2011,grad6,83.33,90,108
FR,eth_detail,Filipino,2012,grad6,93.52,101,108
FR,eth_detail,Filipino,2013,grad6,91.89,102,111
FR,eth_detail,Filipino,2014,grad6,94.27,148,157
FR,eth_detail,Filipino,2015,grad6,93.9,154,164
FR,eth_detail,Filipino,2016,grad6,94.27,181,192
FR,eth_detail,Filipino,2017,grad6,93.6,190,203
FR,eth_detail,Filipino,2018,grad6,89.3,167,187
FR,eth_detail,Filipino,2019,grad6,94.5,206,218
FR,eth_detail,International,2010,grad6,89.22,389,436
FR,eth_detail,International,2011,grad6,88.79,523,589
FR,eth_detail,International,2012,grad6,87.17,462,530
FR,eth_detail,International,2013,grad6,91.37,752,823
FR,eth_detail,International,2014,grad6,89.44,635,710
FR,eth_detail,International,2015,grad6,91.49,613,670
FR,eth_detail,International,2016,grad6,93.56,697,745
FR,eth_detail,International,2017,grad6,91.67,682,744
FR,eth_detail,International,2018,grad6,94.44,782,828
FR,eth_detail,International,2019,grad6,92.97,767,825
FR,eth_detail,Japanese,2010,grad6,97.1,67,69
FR,eth_detail,Japanese,2011,grad6,95.65,66,69
FR,eth_detail,Japanese,2012,grad6,95.52,64,67
FR,eth_detail,Japanese,2013,grad6,95.24,60,63
FR,eth_detail,Japanese,2014,grad6,93.2,96,103
FR,eth_detail,Japanese,2015,grad6,97.14,102,105
FR,eth_detail,Japanese,2016,grad6,96.55,84,87
FR,eth_detail,Japanese,2017,grad6,95.74,90,94
FR,eth_detail,Japanese,2018,grad6,92.68,76,82
FR,eth_detail,Japanese,2019,grad6,92.71,89,96
FR,eth_detail,Korean,2010,grad6,89.55,180,201
FR,eth_detail,Korean,2011,grad6,91.15,237,260
FR,eth_detail,Korean,2012,grad6,91.15,206,226
FR,eth_detail,Korean,2013,grad6,95.62,240,251
FR,eth_detail,Korean,2014,grad6,90.08,218,242
FR,eth_detail,Korean,2015,grad6,91.45,246,269
FR,eth_detail,Korean,2016,grad6,94.52,276,292
FR,eth_detail,Korean,2017,grad6,91.75,267,291
FR,eth_detail,Korean,2018,grad6,94.76,235,248
FR,eth_detail,Korean,2019,grad6,97.07,298,307
FR,eth_detail,Mexican American/Chicano,2010,grad6,88.57,279,315
FR,eth_detail,Mexican American/Chicano,2011,grad6,86.2,281,326
FR,eth_detail,Mexican American/Chicano,2012,grad6,83.91,313,373
FR,eth_detail,Mexican American/Chicano,2013,grad6,82.37,327,397
FR,eth_detail,Mexican American/Chicano,2014,grad6,85.66,478,558
FR,eth_detail,Mexican American/Chicano,2015,grad6,84.43,423,501
FR,eth_detail,Mexican American/Chicano,2016,grad6,86.8,546,629
FR,eth_detail,Mexican American/Chicano,2017,grad6,85.96,545,634
FR,eth_detail,Mexican American/Chicano,2018,grad6,83.77,547,653
FR,eth_detail,Mexican American/Chicano,2019,grad6,87.6,650,742
FR,eth_detail,Native American/Alaska Native,2010,grad6,85.71,24,28
FR,eth_detail,Native American/Alaska Native,2011,grad6,97.06,33,34
FR,eth_detail,Native American/Alaska Native,2012,grad6,89.66,26,29
FR,eth_detail,Native American/Alaska Native,2013,grad6,94.44,17,18
FR,eth_detail,Native American/Alaska Native,2014,grad6,76.74,33,43
FR,eth_detail,Native American/Alaska Native,2015,grad6,88.89,24,27
FR,eth_detail,Native American/Alaska Native,2016,grad6,95.45,21,22
FR,eth_detail,Native American/Alaska Native,2017,grad6,70.83,17,24
FR,eth_detail,Native American/Alaska Native,2018,grad6,75.0,15,20
FR,eth_detail,Native American/Alaska Native,2019,grad6,79.17,19,24
FR,eth_detail,Other Asian,2010,grad6,94.83,55,58
FR,eth_detail,Other Asian,2011,grad6,93.48,43,46
FR,eth_detail,Other Asian,2012,grad6,93.33,42,45
FR,eth_detail,Other Asian,2013,grad6,93.59,73,78
FR,eth_detail,Other Asian,2014,grad6,90.0,72,80
FR,eth_detail,Other Asian,2015,grad6,95.6,87,91
FR,eth_detail,Other Asian,2016,grad6,92.73,51,55
FR,eth_detail,Other Asian,2017,grad6,93.1,54,58
FR,eth_detail,Other Asian,2018,grad6,98.51,66,67
FR,eth_detail,Other Asian,2019,grad6,91.14,72,79
FR,eth_detail,Other Hispanic/Latino,2010,grad6,88.79,95,107
FR,eth_detail,Other Hispanic/Latino,2011,grad6,91.39,138,151
FR,eth_detail,Other Hispanic/Latino,2012,grad6,85.5,112,131
FR,eth_detail,Other Hispanic/Latino,2013,grad6,90.21,129,143
FR,eth_detail,Other Hispanic/Latino,2014,grad6,87.83,166,189
FR,eth_detail,Other Hispanic/Latino,2015,grad6,89.12,172,193
FR,eth_detail,Other Hispanic/Latino,2016,grad6,89.62,190,212
FR,eth_detail,Other Hispanic/Latino,2017,grad6,91.18,217,238
FR,eth_detail,Other Hispanic/Latino,2018,grad6,89.61,207,231
FR,eth_detail,Other Hispanic/Latino,2019,grad6,90.13,210,233
FR,eth_detail,Other/Decline to State Ethnicity,2010,grad6,90.62,232,256
FR,eth_detail,Other/Decline to State Ethnicity,2011,grad6,89.91,98,109
FR,eth_detail,Other/Decline to State Ethnicity,2012,grad6,98.55,136,138
FR,eth_detail,Other/Decline to State Ethnicity,2013,grad6,93.12,149,160
FR,eth_detail,Other/Decline to State Ethnicity,2014,grad6,96.68,204,211
FR,eth_detail,Other/Decline to State Ethnicity,2015,grad6,94.42,254,269
FR,eth_detail,Other/Decline to State Ethnicity,2016,grad6,95.34,307,322
FR,eth_detail,Other/Decline to State Ethnicity,2017,grad6,94.33,283,300
FR,eth_detail,Other/Decline to State Ethnicity,2018,grad6,94.79,273,288
FR,eth_detail,Other/Decline to State Ethnicity,2019,grad6,96.31,287,298
FR,eth_detail,Pacific Islander,2010,grad6,75.0,6,8
FR,eth_detail,Pacific Islander,2011,grad6,81.82,9,11
FR,eth_detail,Pacific Islander,2012,grad6,80.0,8,10
FR,eth_detail,Pacific Islander,2013,grad6,55.56,5,9
FR,eth_detail,Pacific Islander,2014,grad6,100.0,5,5
FR,eth_detail,Pacific Islander,2015,grad6,88.89,8,9
FR,eth_detail,Pacific Islander,2016,grad6,100.0,12,12
FR,eth_detail,Pacific Islander,2017,grad6,90.91,10,11
FR,eth_detail,Pacific Islander,2018,grad6,90.91,10,11
FR,eth_detail,Pacific Islander,2019,grad6,100.0,8,8
FR,eth_detail,South Asian,2010,grad6,94.07,254,270
FR,eth_detail,South Asian,2011,grad6,94.8,310,327
FR,eth_detail,South Asian,2012,grad6,94.99,322,339
FR,eth_detail,South Asian,2013,grad6,97.73,344,352
FR,eth_detail,South Asian,2014,grad6,95.38,392,411
FR,eth_detail,South Asian,2015,grad6,96.78,481,497
FR,eth_detail,South Asian,2016,grad6,95.94,591,616
FR,eth_detail,South Asian,2017,grad6,95.78,636,664
FR,eth_detail,South Asian,2018,grad6,95.38,620,650
FR,eth_detail,South Asian,2019,grad6,96.92,723,746
FR,eth_detail,Underrepresented Minority,2010,grad6,85.4,497,582
FR,eth_detail,Underrepresented Minority,2011,grad6,87.12,568,652
FR,eth_detail,Underrepresented Minority,2012,grad6,82.0,565,689
FR,eth_detail,Underrepresented Minority,2013,grad6,83.14,582,700
FR,eth_detail,Underrepresented Minority,2014,grad6,85.43,815,954
FR,eth_detail,Underrepresented Minority,2015,grad6,84.8,753,888
FR,eth_detail,Underrepresented Minority,2016,grad6,86.62,900,1039
FR,eth_detail,Underrepresented Minority,2017,grad6,86.57,954,1102
FR,eth_detail,Underrepresented Minority,2018,grad6,84.49,937,1109
FR,eth_detail,Underrepresented Minority,2019,grad6,86.88,1040,1197
FR,eth_detail,Vietnamese,2010,grad6,95.38,124,130
FR,eth_detail,Vietnamese,2011,grad6,90.85,129,142
FR,eth_detail,Vietnamese,2012,grad6,97.18,138,142
FR,eth_detail,Vietnamese,2013,grad6,98.44,126,128
FR,eth_detail,Vietnamese,2014,grad6,94.15,161,171
FR,eth_detail,Vietnamese,2015,grad6,92.61,163,176
FR,eth_detail,Vietnamese,2016,grad6,92.09,163,177
FR,eth_detail,Vietnamese,2017,grad6,96.0,168,175
FR,eth_detail,Vietnamese,2018,grad6,93.97,187,199
FR,eth_detail,Vietnamese,2019,grad6,97.18,207,213
FR,eth_detail,White,2010,grad6,90.95,1055,1160
FR,eth_detail,White,2011,grad6,90.07,1088,1208
FR,eth_detail,White,2012,grad6,91.06,927,1018
FR,eth_detail,White,2013,grad6,91.72,1075,1172
FR,eth_detail,White,2014,grad6,92.7,1270,1370
FR,eth_detail,White,2015,grad6,92.9,1257,1353
FR,eth_detail,White,2016,grad6,94.94,1446,1523
FR,eth_detail,White,2017,grad6,92.41,1448,1567
FR,eth_detail,White,2018,grad6,92.52,1188,1284
FR,eth_detail,White,2019,grad6,93.56,1279,1367
FR,firstgen,First Generation College,2010,grad6,89.27,832,932
FR,firstgen,First Generation College,2011,grad6,87.54,836,955
FR,firstgen,First Generation College,2012,grad6,86.29,894,1036
FR,firstgen,First Generation College,2013,grad6,88.84,1051,1183
FR,firstgen,First Generation College,2014,grad6,88.27,1249,1415
FR,firstgen,First Generation College,2015,grad6,87.24,1060,1215
FR,firstgen,First Generation College,2016,grad6,87.74,1081,1232
FR,firstgen,First Generation College,2017,grad6,88.5,1170,1322
FR,firstgen,First Generation College,2018,grad6,86.79,1176,1355
FR,firstgen,First Generation College,2019,grad6,88.32,1255,1421
FR,firstgen,Not First Generation College,2010,grad6,92.23,2658,2882
FR,firstgen,Not First Generation College,2011,grad6,91.89,3150,3428
FR,firstgen,Not First Generation College,2012,grad6,92.73,2857,3081
FR,firstgen,Not First Generation College,2013,grad6,93.94,3257,3467
FR,firstgen,Not First Generation College,2014,grad6,93.49,3703,3961
FR,firstgen,Not First Generation College,2015,grad6,94.11,4025,4277
FR,firstgen,Not First Generation College,2016,grad6,95.32,4682,4912
FR,firstgen,Not First Generation College,2017,grad6,94.01,4649,4945
FR,firstgen,Not First Generation College,2018,grad6,94.42,4294,4548
FR,firstgen,Not First Generation College,2019,grad6,95.15,4689,4928
FR,firstgen,Unknown Parental Education,2010,grad6,92.03,277,301
FR,firstgen,Unknown Parental Education,2011,grad6,85.71,60,70
FR,firstgen,Unknown Parental Education,2012,grad6,86.96,60,69
FR,firstgen,Unknown Parental Education,2013,grad6,82.28,65,79
FR,firstgen,Unknown Parental Education,2014,grad6,93.69,104,111
FR,firstgen,Unknown Parental Education,2015,grad6,90.41,66,73
FR,firstgen,Unknown Parental Education,2016,grad6,95.8,114,119
FR,firstgen,Unknown Parental Education,2017,grad6,90.52,105,116
FR,firstgen,Unknown Parental Education,2018,grad6,95.61,109,114
FR,firstgen,Unknown Parental Education,2019,grad6,94.83,110,116
FR,gender,Decline to State Gender,2015,grad6,100.0,4,4
FR,gender,Decline to State Gender,2016,grad6,94.42,186,197
FR,gender,Decline to State Gender,2017,grad6,93.75,30,32
FR,gender,Decline to State Gender,2018,grad6,92.68,38,41
FR,gender,Decline to State Gender,2019,grad6,91.67,44,48
FR,gender,Man,2010,grad6,89.52,1699,1898
FR,gender,Man,2011,grad6,89.11,1907,2140
FR,gender,Man,2012,grad6,89.13,1829,2052
FR,gender,Man,2013,grad6,91.14,2098,2302
FR,gender,Man,2014,grad6,90.52,2311,2553
FR,gender,Man,2015,grad6,91.55,2449,2675
FR,gender,Man,2016,grad6,92.3,2624,2843
FR,gender,Man,2017,grad6,91.76,2685,2926
FR,gender,Man,2018,grad6,91.84,2408,2622
FR,gender,Man,2019,grad6,92.87,2672,2877
FR,gender,Woman,2010,grad6,93.28,2068,2217
FR,gender,Woman,2011,grad6,92.48,2139,2313
FR,gender,Woman,2012,grad6,92.88,1982,2134
FR,gender,Woman,2013,grad6,93.74,2275,2427
FR,gender,Woman,2014,grad6,93.56,2745,2934
FR,gender,Woman,2015,grad6,93.49,2698,2886
FR,gender,Woman,2016,grad6,95.16,3067,3223
FR,gender,Woman,2017,grad6,93.69,3209,3425
FR,gender,Woman,2018,grad6,93.41,3133,3354
FR,gender,Woman,2019,grad6,94.29,3338,3540
FR,overall,Overall,2010,grad4,75.82,3120,4115
FR,overall,Overall,2011,grad4,75.48,3361,4453
FR,overall,Overall,2012,grad4,74.1,3102,4186
FR,overall,Overall,2013,grad4,75.66,3578,4729
FR,overall,Overall,2014,grad4,75.69,4153,5487
FR,overall,Overall,2015,grad4,78.56,4372,5565
FR,overall,Overall,2016,grad4,81.35,5095,6263
FR,overall,Overall,2017,grad4,80.67,5149,6383
FR,overall,Overall,2018,grad4,79.76,4799,6017
FR,overall,Overall,2019,grad4,81.16,5247,6465
FR,overall,Overall,2020,grad4,78.69,4820,6125
FR,overall,Overall,2021,grad4,80.58,5596,6945
FR,overall,Overall,2010,grad6,91.54,3767,4115
FR,overall,Overall,2011,grad6,90.86,4046,4453
FR,overall,Overall,2012,grad6,91.04,3811,4186
FR,overall,Overall,2013,grad6,92.47,4373,4729
FR,overall,Overall,2014,grad6,92.15,5056,5487
FR,overall,Overall,2015,grad6,92.56,5151,5565
FR,overall,Overall,2016,grad6,93.84,5877,6263
FR,overall,Overall,2017,grad6,92.81,5924,6383
FR,overall,Overall,2018,grad6,92.72,5579,6017
FR,overall,Overall,2019,grad6,93.64,6054,6465
FR,ret_college,Clg of Chemistry,2014,ret1,96.48,192,199
FR,ret_college,Clg of Chemistry,2015,ret1,99.09,217,219
FR,ret_college,Clg of Chemistry,2016,ret1,98.52,200,203
FR,ret_college,Clg of Chemistry,2017,ret1,98.21,219,223
FR,ret_college,Clg of Chemistry,2018,ret1,98.13,210,214
FR,ret_college,Clg of Chemistry,2019,ret1,94.8,255,269
FR,ret_college,Clg of Chemistry,2020,ret1,95.95,237,247
FR,ret_college,Clg of Chemistry,2021,ret1,94.8,237,250
FR,ret_college,Clg of Chemistry,2022,ret1,96.03,242,252
FR,ret_college,Clg of Chemistry,2023,ret1,97.76,218,223
FR,ret_college,Clg of Engineering,2014,ret1,98.2,655,667
FR,ret_college,Clg of Engineering,2015,ret1,97.45,688,706
FR,ret_college,Clg of Engineering,2016,ret1,97.47,733,752
FR,ret_college,Clg of Engineering,2017,ret1,97.36,810,832
FR,ret_college,Clg of Engineering,2018,ret1,96.9,750,774
FR,ret_college,Clg of Engineering,2019,ret1,96.74,772,798
FR,ret_college,Clg of Engineering,2020,ret1,95.92,823,858
FR,ret_college,Clg of Engineering,2021,ret1,94.51,844,893
FR,ret_college,Clg of Engineering,2022,ret1,95.66,970,1014
FR,ret_college,Clg of Engineering,2023,ret1,97.38,891,915
FR,ret_college,Clg of Environmental Design,2014,ret1,96.75,119,123
FR,ret_college,Clg of Environmental Design,2015,ret1,94.92,112,118
FR,ret_college,Clg of Environmental Design,2016,ret1,94.55,104,110
FR,ret_college,Clg of Environmental Design,2017,ret1,98.25,112,114
FR,ret_college,Clg of Environmental Design,2018,ret1,97.37,111,114
FR,ret_college,Clg of Environmental Design,2019,ret1,92.68,114,123
FR,ret_college,Clg of Environmental Design,2020,ret1,94.19,146,155
FR,ret_college,Clg of Environmental Design,2021,ret1,96.15,150,156
FR,ret_college,Clg of Environmental Design,2022,ret1,96.51,166,172
FR,ret_college,Clg of Environmental Design,2023,ret1,94.41,135,143
FR,ret_college,Clg of Letters & Science,2014,ret1,96.14,3490,3630
FR,ret_college,Clg of Letters & Science,2015,ret1,96.39,3442,3571
FR,ret_college,Clg of Letters & Science,2016,ret1,97.1,4661,4800
FR,ret_college,Clg of Letters & Science,2017,ret1,96.76,4692,4849
FR,ret_college,Clg of Letters & Science,2018,ret1,96.89,4244,4380
FR,ret_college,Clg of Letters & Science,2019,ret1,96.13,4525,4707
FR,ret_college,Clg of Letters & Science,2020,ret1,96.31,4071,4227
FR,ret_college,Clg of Letters & Science,2021,ret1,96.36,4742,4921
FR,ret_college,Clg of Letters & Science,2022,ret1,96.99,4480,4619
FR,ret_college,Clg of Letters & Science,2023,ret1,96.62,4572,4732
FR,ret_college,Haas School of Business,2018,ret1,93.94,31,33
FR,ret_college,Haas School of Business,2019,ret1,100.0,28,28
FR,ret_college,Haas School of Business,2020,ret1,100.0,31,31
FR,ret_college,Haas School of Business,2021,ret1,100.0,30,30
FR,ret_college,Haas School of Business,2022,ret1,100.0,36,36
FR,ret_college,Haas School of Business,2023,ret1,100.0,33,33
FR,ret_college,Other,2014,ret1,98.08,716,730
FR,ret_college,Other,2015,ret1,96.92,723,746
FR,ret_college,Other,2017,ret1,67.8,40,59
FR,ret_college,Other,2018,ret1,82.54,52,63
FR,ret_college,Other,2019,ret1,92.31,48,52
FR,ret_college,Other,2020,ret1,86.36,57,66
FR,ret_college,Other,2021,ret1,74.65,53,71
FR,ret_college,Other,2022,ret1,79.37,50,63
FR,ret_college,Other,2023,ret1,84.48,49,58
FR,ret_college,Rausser Clg Natural Resources,2014,ret1,96.19,353,367
FR,ret_college,Rausser Clg Natural Resources,2015,ret1,96.26,360,374
FR,ret_college,Rausser Clg Natural Resources,2016,ret1,97.37,445,457
FR,ret_college,Rausser Clg Natural Resources,2017,ret1,95.96,451,470
FR,ret_college,Rausser Clg Natural Resources,2018,ret1,97.21,453,466
FR,ret_college,Rausser Clg Natural Resources,2019,ret1,96.12,496,516
FR,ret_college,Rausser Clg Natural Resources,2020,ret1,94.51,534,565
FR,ret_college,Rausser Clg Natural Resources,2021,ret1,95.91,609,635
FR,ret_college,Rausser Clg Natural Resources,2022,ret1,97.08,599,617
FR,ret_college,Rausser Clg Natural Resources,2023,ret1,97.63,577,591
FR,ret_eth,Asian Non-Underrepresented,2014,ret1,97.55,2268,2325
FR,ret_eth,Asian Non-Underrepresented,2015,ret1,98.09,2408,2455
FR,ret_eth,Asian Non-Underrepresented,2016,ret1,98.01,2608,2661
FR,ret_eth,Asian Non-Underrepresented,2017,ret1,97.95,2674,2730
